Sentence,Tense,Verb,NER Tag,encode_sent
where,0,None,0,"0, 442, 2"
what,0,None,0,"0, 312, 2"
ready,0,None,0,"0, 1024, 2"
ready for what,0,None,"0,0,0","0, 1024, 397, 339, 2"
careful the microphone,0,None,"0,0,0","0, 2041, 272, 2077, 2"
Daddy's desk,0,None,"0,0,0","0, 1494, 279, 3518, 2"
what hurts,1,hurts,"0,1","0, 312, 3404, 2"
whose tummy hurts,1,hurts,"0,0,1","0, 2301, 2147, 3404, 2"
oh your tummy hurts,1,hurts,"0,0,0,1","0, 332, 345, 2147, 3404, 2"
if you put the tractor on your book,1,put,"0,0,1,0,0,0,0,0","0, 426, 273, 416, 272, 2905, 307, 345, 523, 2"
won't you tear it up,3,won't,"9,0,0,3,0,0","0, 3601, 309, 273, 3371, 290, 403, 2"
no you won't tear the book up,3,won't,"0,0,9,0,3,0,0,0","0, 286, 273, 817, 309, 3371, 272, 523, 403, 2"
mosquito,0,None,0,"0, 14762, 2"
that's not a choo choo train,1,s,"0,4,0,0,0,0,0","0, 363, 279, 419, 265, 2836, 2836, 1506, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
that's a block,1,s,"0,4,0,0","0, 363, 279, 265, 1226, 2"
what color is the block,1,is,"0,0,1,0,0","0, 312, 729, 328, 272, 1226, 2"
purple red green,0,None,"0,0,0","0, 4418, 950, 1033, 2"
what color is the hammer,1,is,"0,0,1,0,0","0, 312, 729, 328, 272, 2675, 2"
Bambi's green,0,None,"0,0,0","0, 7045, 279, 1033, 2"
what's Bambi doing,1,s,"0,4,0,5","0, 312, 279, 4051, 593, 2"
poor Bambi,0,None,"0,0","0, 2719, 4051, 2"
did you hurt your head,2,did,"2,0,3,0,0","0, 546, 273, 1173, 345, 870, 2"
when you feel,1,feel,"0,0,1","0, 952, 273, 992, 2"
did he hurt his head,2,did,"2,0,3,0,0","0, 546, 301, 1173, 505, 870, 2"
up in the sky,0,None,"0,0,0,0","0, 607, 318, 272, 2589, 2"
you go get it,1,go,"0,1,3,0","0, 266, 316, 394, 290, 2"
you get it,1,get,"0,1,0","0, 266, 394, 290, 2"
where did what go,2,did,"0,2,0,3","0, 442, 407, 339, 316, 2"
the light,0,None,"0,0","0, 321, 1122, 2"
what,0,None,0,"0, 312, 2"
where did the glove go,2,did,"0,2,0,0,3","0, 442, 407, 272, 7293, 316, 2"
how can you use the glove and the racket at the same time,1,can,"0,7,0,3,0,0,0,0,0,0,0,0,0","0, 467, 377, 273, 876, 272, 7293, 329, 272, 10740, 396, 272, 1206, 627, 2"
alright be careful,1,be,"0,3,0","0, 671, 372, 1471, 2"
oh you lost your shoe,2,lost,"0,0,2,0,0","0, 332, 273, 2059, 345, 1499, 2"
what did you hit,2,did,"0,2,0,3","0, 312, 407, 273, 1467, 2"
you knocked Bambi off,2,knocked,"0,2,0,0","0, 266, 3088, 4051, 581, 2"
Bambi,0,None,0,"0, 7045, 2"
call Daddy,1,call,"1,0","0, 3235, 825, 2"
Daddy,0,None,0,"0, 1494, 2"
Daddy's not home,1,s,"0,4,0,0","0, 1494, 279, 419, 738, 2"
Daddy's not home,1,s,"0,4,0,0","0, 1494, 279, 419, 738, 2"
home,0,None,0,"0, 4290, 2"
Daddy's not home,1,s,"0,4,0,0","0, 1494, 279, 419, 738, 2"
home,0,None,0,"0, 4290, 2"
Mommy's home,1,s,"0,4,0","0, 1087, 279, 738, 2"
Adam is home,1,is,"0,1,0","0, 2637, 328, 738, 2"
Bambi is home,1,is,"0,1,0","0, 7045, 328, 738, 2"
Cromer's at your home,1,s,"0,4,0,0,0","0, 9501, 279, 396, 345, 738, 2"
Joshua's at his home,1,s,"0,4,0,0,0","0, 14070, 279, 396, 505, 738, 2"
Kenny's at his home,1,s,"0,4,0,0,0","0, 16198, 279, 396, 505, 738, 2"
doggie's home,1,s,"0,4,0","0, 3291, 279, 738, 2"
who,0,None,0,"0, 478, 2"
ball is home,1,is,"0,1,0","0, 1118, 328, 738, 2"
Perro is home,1,is,"0,1,0","0, 18163, 328, 738, 2"
yes man driving tractor over there,0,None,"0,0,5,0,0,0","0, 506, 686, 2581, 2905, 521, 386, 2"
yes he's home,1,s,"0,0,4,0","0, 506, 301, 279, 738, 2"
home,0,None,0,"0, 4290, 2"
yes tractor is home,1,is,"0,0,1,0","0, 506, 2905, 328, 738, 2"
yes busy bulldozer is home,1,is,"0,0,0,1,0","0, 506, 2555, 6279, 328, 738, 2"
Adam is home,1,is,"0,1,0","0, 2637, 328, 738, 2"
dirt is home,1,is,"0,1,0","0, 14131, 328, 738, 2"
oh yes,0,None,"0,0","0, 332, 860, 2"
bike is home,1,is,"0,1,0","0, 9515, 328, 738, 2"
yes,0,None,0,"0, 506, 2"
Ricky's at his home,1,s,"0,4,0,0,0","0, 16211, 279, 396, 505, 738, 2"
yes,0,None,0,"0, 506, 2"
Susy is at her home,1,is,"0,0,1,0,0,0","0, 8370, 93, 328, 396, 470, 738, 2"
who,0,None,0,"0, 478, 2"
where is your pencil,1,is,"0,1,0,0","0, 442, 328, 345, 2746, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
what's in his mouth,1,s,"0,4,0,0,0","0, 312, 279, 318, 505, 813, 2"
tongue,0,None,0,"0, 13105, 2"
yeah,0,None,0,"0, 352, 2"
yes that's an eye,1,s,"0,0,4,0,0","0, 506, 296, 279, 413, 1671, 2"
how many eyes,0,None,"0,0,0","0, 467, 907, 1102, 2"
two ears,0,None,"0,0","0, 1201, 1696, 2"
two eyes,0,None,"0,0","0, 1201, 1102, 2"
yes that is a bell,1,is,"0,0,1,0,0","0, 506, 296, 328, 265, 1804, 2"
yes that bell is home,1,is,"0,0,0,1,0","0, 506, 296, 1804, 328, 738, 2"
Ursula's at your home,1,s,"0,4,0,0,0","0, 13536, 279, 396, 345, 738, 2"
tape recorder's at your home,1,s,"0,0,4,0,0,0","0, 5535, 1851, 279, 396, 345, 738, 2"
who,0,None,0,"0, 478, 2"
Adam or,0,None,"0,0","0, 2637, 501, 2"
door,0,None,0,"0, 5023, 2"
Doctor Dan at the Circus,0,None,"0,0,0,0,0,0","0, 8253, 3525, 396, 272, 25126, 2316, 2"
don't you think,1,don't,"1,0,0,3","0, 629, 309, 273, 399, 2"
you should pick it up,1,should,"0,7,4,0,0","0, 266, 789, 895, 290, 403, 2"
and put it in the basket,1,put,"0,1,0,0,0,0","0, 347, 416, 290, 318, 272, 1859, 2"
make Cromer do it,1,make,"1,0,3,0","0, 1727, 4552, 299, 290, 2"
you pick doc Dan up yourself,1,pick,"0,1,0,0,0,0","0, 266, 895, 9079, 3525, 403, 1300, 2"
why don't you show him the tattooed man,1,don't,"0,1,0,0,3,0,0,0,0","0, 601, 358, 309, 273, 873, 502, 272, 19464, 686, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
part of an apple,0,None,"0,0,0,0","0, 5902, 340, 413, 1341, 2"
it does look like part of an apple but it's not,1,does,"0,1,3,0,0,0,0,0,0,0,4,0","0, 274, 462, 415, 349, 1031, 340, 413, 1341, 493, 290, 279, 419, 2"
but it's not,1,s,"0,0,4,0","0, 545, 290, 279, 419, 2"
I think maybe it came from your basket,2,came,"0,1,0,0,2,0,0,0","0, 45, 399, 896, 290, 994, 721, 345, 1859, 2"
yes I think,1,think,"0,0,1","0, 506, 322, 399, 2"
it's part of the basket,1,s,"0,4,0,0,0,0","0, 274, 279, 1031, 340, 272, 1859, 2"
go where it belongs,1,go,"1,0,0,1","0, 741, 605, 290, 4127, 2"
where it belongs,1,belongs,"0,0,1","0, 442, 290, 4127, 2"
I don't think,1,don't,"0,1,0,3","0, 45, 358, 309, 399, 2"
you can put it back,1,can,"0,7,3,0,0","0, 266, 377, 416, 290, 511, 2"
no that's not part of an apple,1,s,"0,0,4,0,0,0,0,0","0, 286, 296, 279, 419, 1031, 340, 413, 1341, 2"
no it looks like it,1,looks,"0,0,1,0,0","0, 286, 290, 651, 349, 290, 2"
but it's not part of it,1,s,"0,0,4,0,0,0,0","0, 545, 290, 279, 419, 1031, 340, 290, 2"
it's not part of the apple,1,s,"0,4,0,0,0,0,0","0, 274, 279, 419, 1031, 340, 272, 1341, 2"
you didn't hafta make her move,2,didn't,"0,2,0,3,3,0,3","0, 266, 611, 309, 586, 550, 470, 1227, 2"
careful Adam with that pencil,0,None,"0,0,0,0,0","0, 2041, 1834, 392, 296, 2746, 2"
what happened to Adam,2,happened,"0,2,0,0","0, 312, 917, 302, 1834, 2"
did somebody spank Adam,2,did,"2,0,3,0","0, 546, 1501, 3711, 1834, 2"
that's not your tummy back there,1,s,"0,4,0,0,0,0,0","0, 363, 279, 419, 345, 2147, 511, 386, 2"
what is that back there,1,is,"0,1,0,0,0","0, 312, 328, 296, 511, 386, 2"
change your diaper,1,change,"1,0,0","0, 7917, 345, 1780, 2"
that's your back,1,s,"0,4,0,0","0, 363, 279, 345, 511, 2"
you don't have two tummies,1,don't,"0,1,0,3,0,0","0, 266, 358, 309, 381, 659, 10999, 2"
your tummy's in front,1,s,"0,0,4,0,0","0, 1009, 2147, 279, 318, 1556, 2"
two what,0,None,"0,0","0, 1201, 339, 2"
whose shoes did you hit,2,did,"0,0,2,0,3","0, 2301, 1112, 407, 273, 1467, 2"
Jack and Jill,0,None,"0,0,0","0, 5183, 329, 4901, 2"
you wanna take it over to Ursula,1,wanna,"0,1,3,0,0,0,0","0, 266, 423, 577, 290, 521, 302, 4436, 2"
don't Adam foot,1,don't,"1,0,0,0","0, 629, 309, 1834, 986, 2"
it sounded like,2,sounded,"0,2,0","0, 274, 4929, 349, 2"
marching bear,0,None,"0,0,0","0, 5971, 291, 886, 2"
that's tape,1,s,"0,4,0","0, 363, 279, 1228, 2"
no that's tape,1,s,"0,0,4,0","0, 286, 296, 279, 1228, 2"
that's a screw,1,s,"0,4,0,0","0, 363, 279, 265, 1906, 2"
Ursula's all set,1,s,"0,4,0,0","0, 13536, 279, 432, 1595, 2"
no,0,None,0,"0, 286, 2"
we leave this down here,1,leave,"0,1,0,0,0","0, 379, 1259, 346, 483, 402, 2"
so it will be out of the way,3,will,"0,0,9,3,0,0,0,0","0, 513, 290, 733, 372, 428, 340, 272, 656, 2"
that's not a screw,1,s,"0,4,0,0,0","0, 363, 279, 419, 265, 1906, 2"
that's just part of the machine,1,s,"0,4,0,0,0,0,0","0, 363, 279, 458, 1031, 340, 272, 2999, 2"
well that's a screw,1,s,"0,0,4,0,0","0, 492, 296, 279, 265, 1906, 2"
get back,1,get,"1,0","0, 657, 511, 2"
alright,0,None,0,"0, 671, 2"
don't you touch then,1,don't,"1,0,0,3,0","0, 629, 309, 273, 1190, 541, 2"
if it's hot,1,s,"0,0,4,0","0, 426, 290, 279, 1063, 2"
won't it burn you,3,won't,"9,0,0,3,0","0, 3601, 309, 290, 2940, 273, 2"
find a penny,0,None,"0,0,0","0, 3223, 265, 3509, 2"
where did you put it,2,did,"0,2,0,3,0","0, 442, 407, 273, 416, 290, 2"
put it in your pocket,1,put,"1,0,0,0,0","0, 676, 290, 318, 345, 2560, 2"
don't touch,1,don't,"1,0,3","0, 629, 309, 1190, 2"
four what,0,None,"0,0","0, 2088, 339, 2"
pad,0,None,0,"0, 28712, 2"
do you want a pencil,1,do,"1,0,3,0,0","0, 410, 273, 427, 265, 2746, 2"
what are you going to write,3,are you going to,"0,1,0,5,0,3","0, 312, 385, 273, 497, 302, 1330, 2"
you're going to write Cromer,3,re gonig to,"0,4,5,0,3,0","0, 266, 375, 497, 302, 1330, 4552, 2"
you're using your right hand this morning,1,re,"0,4,5,0,0,0,0,0","0, 266, 375, 3019, 345, 434, 701, 346, 1216, 2"
that's very pretty,1,s,"0,4,0,0","0, 363, 279, 595, 748, 2"
you're going to write Cromer,1,re gonig to,"0,4,5,0,3,0","0, 266, 375, 497, 302, 1330, 4552, 2"
don't knock it over,1,don't,"1,0,3,0,0","0, 629, 309, 1639, 290, 521, 2"
good morning,0,None,"0,0","0, 622, 1216, 2"
hurt knee,2,hurt,"1,0","0, 5654, 3659, 2"
hurt knee,2,hurt,"1,0","0, 5654, 3659, 2"
you didn't hurt yourself with the screwdriver,2,didn't,"0,2,0,3,0,0,0,0","0, 266, 611, 309, 1173, 1300, 392, 272, 4415, 2"
you can fix the screws in your firetruck,1,can,"0,7,3,0,0,0,0,0","0, 266, 377, 1153, 272, 4612, 318, 345, 6562, 2"
put this one here,1,put,"1,0,0,0","0, 676, 346, 383, 402, 2"
did you tell Ursula what kind of train that is,2,didn't,"2,0,3,0,0,0,0,0,0,1","0, 546, 273, 621, 4436, 339, 549, 340, 1506, 296, 328, 2"
what kind of train that is,1,is,"0,0,0,0,0,1","0, 312, 549, 340, 1506, 296, 328, 2"
did you tell her the color,2,didn't,"2,0,3,0,0,0","0, 546, 273, 621, 470, 272, 729, 2"
what kind of truck is it,1,is,"0,0,0,0,1,0","0, 312, 549, 340, 971, 328, 290, 2"
truck broken,0,None,"0,0","0, 3210, 1960, 2"
you put the truck where,1,put,"0,1,0,0,0","0, 266, 416, 272, 971, 605, 2"
you're a busy bulldozer,1,re,"0,4,0,0,0","0, 266, 375, 265, 2555, 6279, 2"
oh it's a truck,1,s,"0,0,4,0,0","0, 332, 290, 279, 265, 971, 2"
oh no it's a busy bulldozer,1,s,"0,0,0,4,0,0,0","0, 332, 361, 290, 279, 265, 2555, 6279, 2"
how many,0,None,"0,0","0, 467, 907, 2"
red and yellow,0,None,"0,0,0","0, 930, 329, 1195, 2"
which one is yellow,1,is,"0,0,1,0","0, 1106, 383, 328, 1195, 2"
Ursula's right there,1,s,"0,4,0,0","0, 13536, 279, 434, 386, 2"
can you put it together again,1,can,"7,0,3,0,0,0","0, 473, 273, 416, 290, 1092, 691, 2"
you put it together,1,put,"0,1,0,0","0, 266, 416, 290, 1092, 2"
you turned it around properly,2,turned,"0,2,0,0,0","0, 266, 2368, 290, 740, 7318, 2"
and then you put them together,1,put,"0,0,0,1,0,0","0, 347, 541, 273, 416, 495, 1092, 2"
see the other one,1,see,"1,0,0,0","0, 584, 272, 617, 383, 2"
and put them together,1,put,"0,1,0,0","0, 347, 416, 495, 1092, 2"
is it like this one,1,is,"1,0,0,0,0","0, 281, 290, 349, 346, 383, 2"
which one looks like that one,1,looks,"0,0,1,0,0,0","0, 1106, 383, 651, 349, 296, 383, 2"
what kind of horn is that,1,is,"0,0,0,0,1,0","0, 312, 549, 340, 3320, 328, 296, 2"
what color is the paper,1,is,"0,0,1,0,0","0, 312, 729, 328, 272, 1243, 2"
what's the matter with you,1,s,"0,4,0,0,0,0","0, 312, 279, 272, 1575, 392, 273, 2"
where did Adam go,2,did,"0,2,0,3","0, 442, 407, 1834, 316, 2"
what is that,1,is,"0,1,0","0, 312, 328, 296, 2"
oh you're a baby,1,re,"0,0,4,0,0","0, 332, 273, 375, 265, 477, 2"
well what is that,1,is,"0,0,1,0","0, 492, 339, 328, 296, 2"
what does the baby have in his mouth,1,does,"0,1,0,0,3,0,0,0","0, 312, 462, 272, 477, 381, 318, 505, 813, 2"
whistle baby,0,None,"0,0","0, 15039, 477, 2"
what,0,None,0,"0, 312, 2"
mouth oh,0,None,"0,0","0, 5601, 802, 2"
whistle in the baby's mouth,0,None,"0,0,0,0,0,0","0, 15039, 318, 272, 477, 279, 813, 2"
oh that would be an awfully smart baby,1,be,"0,0,7,3,0,0,0,0","0, 332, 296, 559, 372, 413, 4496, 2258, 477, 2"
that's Adam's baby,1,s,"0,4,0,0,0","0, 363, 279, 1834, 279, 477, 2"
when are you going to learn to put your shoe on yourself,1,are you going to,"0,1,0,5,0,3,0,3,0,0,0,0","0, 952, 385, 273, 497, 302, 1545, 302, 416, 345, 1499, 307, 1300, 2"
yes that's water,1,s,"0,0,4,0","0, 506, 296, 279, 746, 2"
those are rocks,1,are,"0,1,0","0, 1144, 385, 3102, 2"
there may be fish in the water,1,may,"0,0,3,0,0,0,0","0, 461, 1719, 372, 1225, 318, 272, 746, 2"
yes there may be some fish in the water,1,may,"0,0,0,3,0,0,0,0,0","0, 506, 386, 1719, 372, 430, 1225, 318, 272, 746, 2"
that's no tape recorder,1,s,"0,4,0,0,0","0, 363, 279, 361, 1228, 1851, 2"
those are records in a box,1,are,"0,1,0,0,0,0","0, 1144, 385, 7791, 318, 265, 901, 2"
put it where it belongs,1,put,"1,0,0,0,1","0, 676, 290, 605, 290, 4127, 2"
we'll take his coat and hang it up alright,3,ll,"0,6,3,0,0,0,3,0,0,0","0, 379, 436, 577, 505, 2159, 329, 1942, 290, 403, 1207, 2"
how do you spell your name Adam,1,do,"0,1,0,3,0,0,0","0, 467, 299, 273, 2188, 345, 766, 1834, 2"
why don't you sit beside Mr Cromer,1,don't,"0,1,0,0,3,0,0,0","0, 601, 358, 309, 273, 726, 4560, 2695, 4552, 2"
and write what he writes,1,write,"0,1,0,0,1","0, 347, 1330, 339, 301, 9116, 2"
what he writes,1,writes,"0,0,1","0, 312, 301, 9116, 2"
what does the label on Mr Cromer's suitcase say,1,does,"0,1,0,0,0,0,0,0,0,3","0, 312, 462, 272, 7819, 307, 2695, 4552, 279, 4678, 460, 2"
that's no horse,1,s,"0,4,0,0","0, 363, 279, 361, 1344, 2"
what about Cromer's suitcase,0,None,"0,0,0,0,0","0, 312, 482, 4552, 279, 4678, 2"
Adam break suitcase Cromer,1,break,"0,1,0,0","0, 2637, 1043, 4678, 4552, 2"
no Adam shouldn't break Cromer's suitcase,1,shouldn't,"0,0,7,0,3,0,0,0","0, 286, 1834, 2699, 309, 1043, 4552, 279, 4678, 2"
he'd do without a suitcase,1,d,"0,7,3,0,0,0","0, 262, 718, 299, 2321, 265, 4678, 2"
do with a suitcase,1,do,"1,0,0,0","0, 410, 392, 265, 4678, 2"
he'd hafta do without a suitcase,1,d,"0,7,3,3,0,0,0","0, 262, 718, 586, 299, 2321, 265, 4678, 2"
because he wouldn't have one,1,wouldn't,"0,0,7,0,3,0","0, 1066, 301, 1485, 309, 381, 383, 2"
oh no he wouldn't have one,1,wouldn't,"0,0,0,7,0,3,0","0, 332, 361, 301, 1485, 309, 381, 383, 2"
Catherine take the suitcase,1,take,"0,1,0,0","0, 4679, 577, 272, 4678, 2"
no nobody will break the suitcase,3,will,"0,0,9,3,0,0","0, 286, 2720, 733, 1043, 272, 4678, 2"
raining outside,0,None,"5,0","0, 13254, 1213, 2"
you go look out the window,1,go,"0,1,3,0,0,0","0, 266, 316, 415, 428, 272, 1615, 2"
tell me,1,tell,"1,0","0, 1162, 376, 2"
if it's raining,1,s,"0,0,4,5","0, 426, 290, 279, 3926, 2"
is it raining,1,is,"1,0,5","0, 281, 290, 3926, 2"
oh no it's not raining,1,s,"0,0,0,4,0,5","0, 332, 361, 290, 279, 419, 3926, 2"
well is the sun shining,1,is,"0,1,0,0,5","0, 492, 328, 272, 1624, 7984, 2"
the sun's not shining,1,s,"0,0,4,0,5","0, 321, 1624, 279, 419, 7984, 2"
is it cloudy,1,is,"1,0,0","0, 281, 290, 12041, 2"
what kind of day is it,1,is,"0,0,0,0,1,0","0, 312, 549, 340, 805, 328, 290, 2"
sun a week,0,None,"0,0,0","0, 6117, 265, 1376, 2"
Adam's pieces,0,None,"0,0,0","0, 2637, 279, 1720, 2"
take a piece of candy,1,take,"1,0,0,0,0","0, 1363, 265, 1038, 340, 2478, 2"
what kind of candy is that,1,is,"0,0,0,0,1,0","0, 312, 549, 340, 2478, 328, 296, 2"
write with pencil,1,write,"1,0,0","0, 4382, 392, 2746, 2"
put the radio in,1,put,"1,0,0,0","0, 676, 272, 4070, 318, 2"
who is that,1,is,"0,1,0","0, 478, 328, 296, 2"
you know Humpty Dumpty,1,know,"0,1,0,0","0, 266, 378, 5805, 7429, 2"
what's that little boy's name,1,s,"0,4,0,0,0,0,0","0, 312, 279, 296, 439, 694, 279, 766, 2"
goose,0,None,0,"0, 8372, 2"
do you think that radio will go in that box,1,do,"1,0,3,0,0,9,3,0,0,0","0, 410, 273, 399, 296, 4070, 733, 316, 318, 296, 901, 2"
that radio will go in that box,3,will,"0,0,9,3,0,0,0","0, 363, 4070, 733, 316, 318, 296, 901, 2"
it's a windmill,1,s,"0,4,0,0","0, 274, 279, 265, 11189, 2"
whose bike,0,None,"0,0","0, 2301, 2126, 2"
you're going to put all of your toys away,1,re going to,"0,4,5,0,3,0,0,0,0,0","0, 266, 375, 497, 302, 416, 432, 340, 345, 885, 785, 2"
did you ask Ursula if you could have that box,2,did,"2,0,3,0,0,0,7,3,0,0","0, 546, 273, 1263, 4436, 518, 273, 658, 381, 296, 901, 2"
if you could have that box,2,could,"0,0,7,3,0,0","0, 426, 273, 658, 381, 296, 901, 2"
yes it does sound like sand but it doesn't have any sand in it,1,does,"0,0,1,3,0,0,0,0,1,0,3,0,0,0,0","0, 506, 290, 462, 1171, 349, 1292, 493, 290, 644, 309, 381, 520, 1292, 318, 290, 2"
but it doesn't have any sand in it,1,doesn't,"0,0,1,0,3,0,0,0,0","0, 545, 290, 644, 309, 381, 520, 1292, 318, 290, 2"
you going to put your toys in there,0,None,"0,5,0,3,0,0,0,0","0, 266, 497, 302, 416, 345, 885, 318, 386, 2"
play toy,0,None,"0,0","0, 1981, 1208, 2"
what about your play toy,0,None,"0,0,0,0,0","0, 312, 482, 345, 465, 1208, 2"
play toy,0,None,"0,0","0, 1981, 1208, 2"
put finger in,1,put,"1,0,0","0, 676, 1612, 318, 2"
what happened to the play toy,2,happened,"0,2,0,0,0,0","0, 312, 917, 302, 272, 465, 1208, 2"
you dropped the play toy,2,dropped,"0,2,0,0,0","0, 266, 2319, 272, 465, 1208, 2"
how many play toys do you have,1,do,"0,0,0,0,1,0,3","0, 467, 907, 465, 885, 299, 273, 381, 2"
Adam fell down,2,fell,"0,2,0","0, 2637, 1334, 483, 2"
what are you crawling on,1,are,"0,1,0,5,0","0, 312, 385, 273, 5014, 307, 2"
oh you're crawling on the radio,1,re,"0,0,4,5,0,0,0","0, 332, 273, 375, 5014, 307, 272, 4070, 2"
but I thought you were crawling,2,thought,"0,0,2,0,2,5","0, 545, 322, 1006, 273, 623, 5014, 2"
you were crawling,2,were,"0,2,5","0, 266, 623, 5014, 2"
on your knees,0,None,"0,0,0","0, 275, 345, 3855, 2"
put shoe on,1,put,"1,0,0","0, 676, 1499, 307, 2"
where did your foot go,2,did,"0,2,0,0,3","0, 442, 407, 345, 986, 316, 2"
is it in the shoe,1,is,"1,0,0,0,0","0, 281, 290, 318, 272, 1499, 2"
foot,0,None,0,"0, 4263, 2"
kitchen play toy,0,None,"0,0,0","0, 9525, 465, 1208, 2"
do you have play toys in the kitchen,1,do,"1,0,3,0,0,0,0,0","0, 410, 273, 381, 465, 885, 318, 272, 1567, 2"
what toy do you kick,1,do,"0,0,1,0,3","0, 312, 1208, 299, 273, 2287, 2"
kick your shoe,1,kick,"1,0,0","0, 6194, 345, 1499, 2"
you fell down,2,fell,"0,2,0","0, 266, 1334, 483, 2"
what happened,2,happened,"0,2","0, 312, 917, 2"
doggie and the car,0,None,"0,0,0,0","0, 3291, 329, 272, 572, 2"
where did you go yesterday,2,did,"0,2,0,3,0","0, 442, 407, 273, 316, 1568, 2"
you saw some pretty flowers,2,saw,"0,2,0,0,0","0, 266, 1099, 430, 748, 1682, 2"
what kind of play toy are you,1,are,"0,0,0,0,0,1,0","0, 312, 549, 340, 465, 1208, 385, 273, 2"
are you a boat or an airplane,1,are,"1,0,0,0,0,0,0","0, 472, 273, 265, 1699, 501, 413, 1796, 2"
are you a Texaco star,1,are,"1,0,0,0,0","0, 472, 273, 265, 21022, 2357, 2"
oh you're a man with a Texaco star,1,re,"0,0,4,0,0,0,0,0,0","0, 332, 273, 375, 265, 686, 392, 265, 21022, 2357, 2"
don't put your mouth on the paper,1,don't,"1,0,3,0,0,0,0,0","0, 629, 309, 416, 345, 813, 307, 272, 1243, 2"
what did you do to the paper,2,did,"0,2,0,3,0,0,0","0, 312, 407, 273, 299, 302, 272, 1243, 2"
game Adam,0,None,"0,0","0, 17189, 1834, 2"
play tail,1,play,"1,0","0, 1981, 1521, 2"
what,0,None,0,"0, 312, 2"
can you tell Mr Cromer,1,can,"7,0,3,0,0","0, 473, 273, 621, 2695, 4552, 2"
that you have some gloves too,1,have,"0,0,1,0,0,0","0, 363, 273, 381, 430, 4742, 498, 2"
when you open the door and go outside,1,open,"0,0,1,0,0,0,1,0","0, 952, 273, 892, 272, 993, 329, 316, 1213, 2"
and go outside,1,go,"0,1,0","0, 347, 316, 1213, 2"
what do you put on,1,put,"0,1,0,3,0","0, 312, 299, 273, 416, 307, 2"
you put your gloves on,1,put,"0,1,0,0,0","0, 266, 416, 345, 4742, 307, 2"
what else,0,None,"0,0","0, 312, 568, 2"
what about the book and the door,0,None,"0,0,0,0,0,0,0","0, 312, 482, 272, 523, 329, 272, 993, 2"
why are you going to put the book outside,3,are you going to,"0,1,0,5,0,3,0,0,0","0, 601, 385, 273, 497, 302, 416, 272, 523, 1213, 2"
another book yes,0,None,"0,0,0","0, 2052, 523, 860, 2"
whose book is that,1,is,"0,0,1,0","0, 2301, 523, 328, 296, 2"
whose book is that,1,is,"0,0,1,0","0, 2301, 523, 328, 296, 2"
what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2"
a book isn't a ball,1,isn't,"0,0,1,0,0,0","0, 69, 523, 918, 309, 265, 690, 2"
don't throw the book,1,don't,"1,0,3,0,0","0, 629, 309, 1037, 272, 523, 2"
you ask somebody to play with you,1,ask,"0,1,0,0,3,0,0","0, 266, 1263, 1501, 302, 465, 392, 273, 2"
Chatter what's the matter with you,1,s,"0,0,0,4,0,0,0,0","0, 24074, 448, 339, 279, 272, 1575, 392, 273, 2"
is that the way Chatter walks,1,is,"1,0,0,0,0,1","0, 281, 296, 272, 656, 27592, 2423, 2"
can't you think of another game,1,can't,"7,0,0,3,0,0,0","0, 473, 309, 273, 399, 340, 754, 1481, 2"
what are you doing with that chair,1,are,"0,1,0,5,0,0,0","0, 312, 385, 273, 593, 392, 296, 910, 2"
oh Adam sit in the chair,1,sit,"0,0,1,0,0,0","0, 332, 1834, 726, 318, 272, 910, 2"
is that the way it goes,1,is,"1,0,0,0,0,1","0, 281, 296, 272, 656, 290, 759, 2"
the way it goes,1,goes,"0,0,0,1","0, 321, 656, 290, 759, 2"
oh Adam sit in the chair,1,sit,"0,0,1,0,0,0","0, 332, 1834, 726, 318, 272, 910, 2"
and watch the game,1,watch,"0,1,0,0","0, 347, 1004, 272, 1481, 2"
what kind of game are you going to watch,3,are you going to,"0,0,0,0,1,0,5,0,0","0, 312, 549, 340, 1481, 385, 273, 497, 302, 1004, 2"
watch the game,1,watch,"1,0,0","0, 1222, 272, 1481, 2"
I don't think there are any games on today,1,don't,"0,1,0,3,0,1,0,0,0,0","0, 45, 358, 309, 399, 386, 385, 520, 3002, 307, 814, 2"
they usually come on the weekend,1,come,"0,0,1,0,0,0","0, 544, 1444, 553, 307, 272, 3378, 2"
come at the end of the week,1,come,"1,0,0,0,0,0,0","0, 528, 396, 272, 1197, 340, 272, 1376, 2"
Sunday yes is at the end of the week,1,is,"0,0,1,0,0,0,0,0,0","0, 7550, 860, 328, 396, 272, 1197, 340, 272, 1376, 2"
