Sentence,Tense,Verb,NER Tag
who fixes shoes,1,fixes,"0,1,0"
who me tickle,1,tickle,"0,0,1"
who tickle me,1,tickle,"0,1,0"
I tickle you,1,tickle,"0,1,0"
what's that,1,s,"4,0"
do you know his name,1,do,"1,0,3,0,0"
no name,0,None,
is that pretty,1,is,"1,0,0"
what is that,1,is,"0,1,0"
what is that,1,is,"0,1,0"
trunk,0,None,
that's the elephant's trunk,1,s,"4,0,0,0"
where are his feet,1,are,"0,1,0,0"
how many feet,0,None,
how many eyes,0,None,
ten eyes,0,None,
oh my that elephant can see everything can't he,1,can,"0,0,0,0,7,3,0,7,0"
yes you did miss,2,did,"0,0,2,3"
yes you missed,2,missed,"0,0,2"
what happened,2,happened,"0,2"
oh is that a train whistle,1,is,"0,1,0,0,0,0"
what's its name,1,s,"4,0,0"
oh it's a horn,1,s,"0,4,0,0"
hole,0,None,
that's what makes it whistle,1,s,"4,0,1,0,3"
what makes it whistle,1,makes,"0,1,0,3"
is that a pipe,1,is,"1,0,0,0"
there's a shell on the end,1,s,"4,0,0,0,0,0"
no,0,None,
he's checking his watch,1,s,"4,5,0,0"
make a noise,1,make,"1,0,0"
go and ask Ursula about that,1,go,"1,0,1,0,0,0"
and ask Ursula about that,1,ask,"0,1,0,0,0"
what happened to the paper,2,happened,"0,2,0,0,0"
kangaroo,0,None,
who had a whistle like that,2,had,"0,2,0,0,0,0"
no it's tape,1,s,"0,4,0"
how many are there,1,are,"0,0,1,0"
oh no she doesn't need that now,1,doesn't,"0,0,0,1,3,0,0"
jack yes,0,None,
where are the pennies,1,are,"0,1,0,0"
you don't know,1,don't,"0,1,3"
I don't know,1,don't,"0,1,3"
I hear them but I don't see them,1,hear,"0,1,0,0,0,1,3,0"
but I don't see them,1,don't,"0,0,1,3,0"
you'd forgotten you had the cap on top,2,d,"4,8,0,2,0,0,0,0"
you had the cap on top,2,had,"0,2,0,0,0,0"
potato,0,None,
potato,0,None,
turkey pie,0,None,
what about turkey pie,0,None,
it was hot and he put it in the refrigerator the cup,2,was,"0,2,0,0,0,2,0,0,0,0,0,0"
he put it in the refrigerator the cup,2,put,"0,2,0,0,0,0,0,0"
sardines,0,None,
no not sardines sardines,0,None,
what about turkey pie,0,None,
do you like turkey pie,1,do,"1,0,3,0,0"
turkey pie,0,None,
turkey pie,0,None,
did you find the penny,2,did,"2,0,3,0,0"
no,0,None,
don't touch,1,don't,"1,3"
don't touch that,1,don't,"1,3,0"
no Adam,0,None,
what is the reel of tape doing,1,is,"0,1,0,0,0,0,5"
it's going around,1,s,"4,5,0"
down first,0,None,
turkey pine go,1,go,"0,0,1"
turkey pine for,0,None,
what's that,1,s,"4,0"
a star yes,0,None,
not Texaco star,0,None,
all stars don't belong to Texaco,1,don't,"0,0,1,3,0,0"
what's this,1,s,"4,0"
what's that,1,s,"4,0"
apple cider,0,None,
what are those,1,are,"0,1,0"
corn,0,None,
what's this,1,s,"4,0"
Chicken_Little,0,None,
that's not Chicken_Little,1,s,"4,0,0,0"
apple cider,0,None,
what's that,1,s,"4,0"
you've never seen one of those have you,1,ve,"4,0,8,0,0,0,1,0"
spider yes,0,None,
spider in the book,0,None,
potato,0,None,
what are you doing Adam,1,are,"0,1,0,5,0"
shopping,0,None,
what did you say,2,did,"0,2,0,3"
cranberry what,0,None,
would you like some cranberry juice,1,would,"7,0,3,0,0,0"
would you like some,1,would,"7,0,3,0"
did you ask Ursula about the shell,2,did,"2,0,3,0,0,0,0"
the coffee pot,0,None,
oh is this a train whistle,1,is,"0,1,0,0,0,0"
what does the train whistle tell you to do,1,does,"0,1,0,0,0,3,0,0,3"
tell you to do,1,tell,"1,0,0,3"
where did you get my thread,2,did,"0,2,0,3,0,0"
where did you get it,2,did,"0,2,0,3,0"
see it yes,1,see,"1,0,0"
but don't take it off,1,don't,"0,1,3,0,0"
no play with that hurt self,1,play,"0,1,0,0,1,0"
that hurt self,1,hurt,"0,1,0"
why will I hurt myself if you won't hurt yourself,3,will,"0,9,0,3,0,0,0,9,3,0"
if you won't hurt yourself,3,won't,"0,0,9,3,0"
that's yours,1,s,"4,0"
I'll hurt myself if I play with your toy,3,ll,"6,3,0,0,0,1,0,0,0"
if I play with your toy,1,play,"0,0,1,0,0,0"
is that right,1,is,"1,0,0"
play with mommy's slipper,1,play,"1,0,0,0"
what slipper,0,None,
people,0,None,
did you say thank you to Ursula,2,did,"2,0,3,1,0,0,0"
that's not Ursula,1,s,"4,0,0"
no that's a microphone,1,s,"0,4,0,0"
e e o what,0,None,
Adam your juice is out here,1,is,"0,0,0,1,0,0"
play momma's slipper,1,s,"1,0,0"
who does,1,does,"0,1"
oh the dog,0,None,
what's the doggie's name,1,s,"4,0,0,0"
what,0,None,
the doggie plays with mommy's slipper,1,plays,"0,0,1,0,0,0"
you going to let the doggie talk on the microphone,0,None,"0,5,0,3,0,0,3,0,0,0"
big and strong,0,None,
who is big and strong,1,is,"0,1,0,0,0"
Cromer is big and strong,1,is,"0,1,0,0,0"
come from,1,come,"1,0"
who is Joey,1,is,"0,1,0"
play with momma's slipper,1,play,"1,0,0,0"
who plays with momma's slipper,1,plays,"0,1,0,0,0"
who does,1,does,"0,1"
what,0,None,
something about feet,0,None,"0,0,0"
whose feet,0,None,
oh,0,None,
Cecile,0,None,
Cecile,0,None,
are you being a little doggie,1,are,"1,0,5,0,0,0"
oh you're playing with the slipper,1,re,"0,4,5,0,0,0"
that's a train,1,s,"4,0,0"
excuse me,1,excuse,"1,0"
where are you going,1,are,"0,1,0,5"
she didn't say tape recorder,2,didn't,"0,2,3,0,0"
she said cork,2,said,"0,2,0"
part of the tape recorder,0,None,
tape recorder,0,None,
that's not a taper,1,s,"4,0,0,0"
it's a tape recorder,1,s,"4,0,0,0"
this is a microphone,1,is,"0,1,0,0"
no that's tape,1,s,"0,4,0"
mittens,0,None,
you dropped your mittens,2,dropped,"0,2,0,0"
you dropped your boots,2,dropped,"0,2,0,0"
you dropped your mitten,2,dropped,"0,2,0,0"
oh,0,None,
that's right,1,s,"4,0"
you dropped your boot,2,dropped,"0,2,0,0"
who lost their mittens,2,lost,"0,2,0,0"
oh you dropped your boots,2,dropped,"0,0,2,0,0"
roadgrader,0,None,
what about a roadgrader,0,None,
what's right,1,s,"4,0"
what's right,1,s,"4,0"
careful Adam,0,None,
keep mitten on,1,keep,"1,0,0"
careful honey,0,None,
careful of the tape recorder,0,None,
tape recorder,0,None,
oh that's the mitten,1,s,"0,4,0,0"
whose mitten is that,1,is,"0,0,1,0"
little boy's mitten,0,None,
what's the little boy's name,1,s,"4,0,0,0,0"
little boy sleeping,0,None,"0,0,5"
what's the little boy's name,1,s,"4,0,0,0,0"
Smith,0,None,
where does the little boy live,1,does,"0,1,0,0,0,0"
lives in a house,1,lives,"1,0,0,0"
where's the little boy's house,1,s,"4,0,0,0,0"
right there,0,None,
oh,0,None,
you're going to put it together,1,re,"4,5,0,3,0,0"
what are you going to do now,1,are,"0,1,0,5,0,3,0"
oh you dropped your mitten,2,dropped,"0,0,2,0,0"
sleeping in the bed,0,None,"5,0,0"
Adam don't put that back there,1,don't,"0,1,3,0,0,0"
take your wrench out,1,take,"1,0,0,0"
wrench,0,None,
didn't Daddy say don't play back there,2,didn't,"2,0,3,1,3,0,0"
don't play back there,1,don't,"1,3,0,0"
sit here on the side if you wanna,1,sit,"1,0,0,0,0,0,0,1"
no down there,0,None,
what's the matter,1,s,"4,0,0"
where are your pliers,1,are,"0,1,0,0"
you're sitting on the cord,1,re,"4,5,0,0,0"
why do you wanna play over there,1,do,"0,1,0,3,3,0,0"
what do you have,1,do,"0,1,0,3"
well get down and get it,1,get,"0,1,0,0,1,0"
and get it,1,get,"0,1,0"
what,0,None,
yes Daddy said don't go back there didn't he,2,said,"0,0,2,1,3,0,0,2,0"
don't go back there didn't he,1,don't,"1,3,0,0,2,0"
didn't he,2,didn't,"2,0"
yes but it's alright if you drop something,1,s,"0,0,4,0,0,0,1,0"
yes chatter what's the matter with you ,1,s,"0,0,4,0,0,0,0"
come out,1,come,"1,0"
poor Adam did you hurt your head,2,did,"0,0,2,0,3,0,0"
well did your head belong under there really,2,did,"0,2,0,0,3,0,0,0"
oh your head is still there,1,is,"0,0,0,1,0,0"
can you tell what happened,1,can,"7,0,3,0,2"
what happened,2,happened,"0,2"
what happened,2,happened,"0,2"
where is the other part of your train,1,is,"0,1,0,0,0,0,0,0"
didn't you drop your pennies on the floor,2,didn't,"2,0,3,0,0,0,0,0"
here it is,1,is,"0,0,1"
like sookie,0,None,
running with bread,0,None,"5,0,0"
well why don't you take the bread back out to the kitchen,1,don't,"0,0,1,0,3,0,0,0,0,0,0,0"
Adam,0,None,
you imp,0,None,
come on choo_choo,1,come,"1,0,0,0"
choo_choo,0,None,
oh does it stop for a street light,1,does,"0,1,0,3,0,0,0,0"
nine four,0,None,
no thank you,1,thank,"0,1,0"
what is that,1,is,"0,1,0"
what is that,1,is,"0,1,0"
talking about the lady,0,None,"5,0,0,0"
what lady,0,None,
what do seals eat,1,do,"0,1,0,3"
eat supper,1,eat,"1,0"
what do they have for supper,1,do,"0,1,0,3,0,0"
milk,0,None,
do they like milk,1,do,"1,0,3,0"
I don't think you need any more,1,don't,"0,1,3,0,1,0,0"
see the seal I,1,see,"1,0,0,0"
can you say that,1,can,"7,0,3,0"
see the seal I,1,see,"1,0,0,0"
what can you say,1,can,"0,7,0,3"
see the seal I,1,see,"1,0,0,0"
oh that's right,1,s,"0,4,0"
sure there,0,None,
cowboy's knee is the same way,1,is,"40,0,1,0,0,0"
close eye,1,close,"1,0"
it's not nice to tell jokes to yourself in company,1,s,"4,0,0,0,3,0,0,0,0,0"
trash can,0,None,
you dropped it in the trash can,2,dropped,"0,2,0,0,0,0,0"
oh no the top didn't fall in,2,didn't,"0,0,0,0,2,3,0"
where is the top,1,is,"0,1,0,0"
no the top is on the floor,1,is,"0,0,0,1,0,0,0"
wears Adam two shirt,1,wears,"1,0,0,0"
go to bed,1,go,"1,0,0"
pliers,0,None,
what do you use the pliers for,1,do,"0,1,0,2,0,0,0"
oh you use the pliers to cut flowers,1,use,"0,0,1,0,0,0,3,0"
where are the pencils,1,are,"0,1,0,0"
right where,0,None,
right there where,0,None,
where did the pencil go,2,did,"0,2,0,0,3"
why are the pencils in the refrigerator,1,are,"0,1,0,0,0,0,0"
one,0,None,
one for Adam,0,None,
he's trying his new words out,1,s,"3,5,0,0,0,0"
has Adam two pencils,1,has,"1,0,0,0"
cowboy wear boots,1,wear,"0,1,0"
oh you wear boots,1,wear,"0,0,1,0"
where,0,None,
in the snow,0,None,
you wear mittens in the snow,1,wear,"0,1,0,0,0,0"
say do you like ham,1,do,"1,1,0,3,0"
Adam can you say this goes Cromer to school,1,can,"0,7,0,3,0,1,0,0,0"
goes Cromer to school,1,goes,"1,0,0,0"
go to Ursula's school,1,go,"1,0,0,0"
where is snow mitten,1,is,"0,1,0,0"
they're in the drawer upstairs,1,re,"4,0,0,0,0"
upstairs,0,None,
where are you going,1,are,"0,1,0,5"
get mittens and hat,1,get,"1,0,0,0"
where are you going when you get the mittens,1,are,"0,1,0,5,0,0,1,0,0"
when you get the mittens,1,get,"0,0,1,0,0"
Adam what are you doing,1,are,"0,0,1,0,5"
no what,0,None,
oh you don't wanna tell me what you're doing,1,don't,"0,0,1,3,3,0,0,4,5"
what you're doing,1,re,"0,4,5"
alright,0,None,
same color,0,None,
what color is that,1,is,"0,0,1,0"
red and blue,0,None,
which one is red,1,is,"0,0,1,0"
which one is blue,1,is,"0,0,1,0"
don't sit on Mr Cromer's briefcase,1,don't,"1,3,0,0,0,0"
get up,1,get,"1,0"
yes,0,None,
up off his suitcase,0,None,
what,0,None,
who fell down,2,fell,"0,2,0"
don't you think those things take up lots_of room,1,don't,"1,0,3,0,0,1,0,0,0,0"
things take up lots_of room,1,take,"0,1,0,0,0,0"
pretty seal,0,None,
yes he's pretty,1,s,"0,4,0"
there it is,1,is,"0,0,1"
what's Catherine doing,1,s,"4,0,5"
Catherine's eye,0,None,
you knocked the seal over,2,knocked,"0,2,0,0,0"
you hafta pour the water out,1,hafta,"0,1,0,0,0,0"
thank you,1,thank,"1,0"
does this make a noise when you pour it,1,does,"1,0,3,0,0,0,0,1,0"
when you pour it,1,pour,"0,0,1,0"
nothing,0,None,0
Cromer isn't doing a thing,1,isn't,"0,1,5,0,0"
carry fire,1,carry,"1,0"
I don't know,1,don't,"0,1,3"
where is it,1,isn't,"0,1,0"
fire,0,None,
oh,0,None,
mittens on,0,None,
you're saying no now,1,re,"4,5,0,0"
Peter Piper picked,2,picked,"0,0,2"
what are you doing,1,are,"0,1,0,5"
you didn't say fight fire did you,2,didn't,"0,2,3,1,0,2,0"
it sounded like freight,2,sounded,"0,2,0,0"
the chair,0,None,
people take wood and put it together and make a chair,1,take,"0,1,0,0,1,0,0,0,1,0,0"
and put it together and make a chair,1,put,"0,1,0,0,0,1,0,0"
and make a chair,1,make,"0,1,0,0"
you need a saw,1,need,"0,1,0,0"
you need carpenter's tools,1,need,"0,1,0,0"
what happened to the hammer,2,happened,"0,2,0,0,0"
where you going to put it,0,None,"0,2,0,0,3,0"
where's the top to it,1,s,"4,0,0,0,0"
I see your hammer,1,see,"0,1,0,0"
rock a bye baby in the treetop,1,rock,"1,0,0,0,0,0,0"
do you wanna sing a song for Ursula and Cromer,1,do,"1,0,3,3,0,0,0,0,0,0"
don't stand on the chair,1,don't,"1,3,0,0,0"
you'll break if it you stand on it that way,3,ll,"6,3,0,0,0,1,0,0,0,0"
if it you stand on it that way,1,stand,"0,0,0,0,1,0,0,0,0"
oh it's an airplane,1,s,"0,3,0,0"
oh is there a nail there,1,is,"0,1,0,0,0,0"
your book is in the same place,1,is,"0,0,1,0,0,0,0"
is there a nail there,1,is,"1,0,0,0,0"
I don't think there is one here,1,don't,"0,1,3,0,1,0,0"
don't get on the chair,1,don't,"1,3,0,0,0"
you'll break it,3,ll,"6,3,0"
what did Mommy say,2,did,"0,2,0,3"
you didn't hit your nose ,2,didn't,"0,2,3,0,0"
you hit your mouth,2,hit,"0,2,0,0"
you sit on the chair ,1,sit,"0,1,0,0,0"
and I'll rock you,3,ll,"0,6,3,0"
I can't rock in this,1,can't,"0,7,3,0,0"
if you sit in that chair,1,sit,"0,0,1,0,0,0"
yes because I moved the coffee pot and it hit your head,2,moved,"0,0,0,2,0,0,0,0,0,2,0,0"
and it hit your head,2,hit,"0,0,2,0,0"
you're going to show her something in the bag,3,re going to,"4,5,0,3,0,0,0,0,0"
don't you have something to show her,1,don't,"1,0,3,0,0,3,0"
don't go in her bag,1,don't,"1,3,0,0,0"
I think she has everything out to show you,1,think,"0,1,0,1,0,0,0,3,0"
she has everything out to show you,1,has,"0,1,0,0,0,3,0"
what is it Adam,1,is,"0,1,0,0"
fire engine,0,None,
do you think maybe Robin put that in her bag,1,think,"1,0,3,0,0,3,0,0,0,0"
maybe Robin put that in her bag,2,put,"0,0,2,0,0,0,0"
that's Ursula's,1,s,"4,0"
there's your pencil,1,s,"4,0,0"
talk to Ursula Mommy,1,talk,"1,0,0,0"
don't you have something to tell her,1,don't,"1,0,3,0,0,3,0"
how can she write when you're on her paper,1,can,"1,7,0,3,0,4,0,0,0"
when you're on her paper,1,re,"0,4,0,0,0"
no Adam,0,None,
Yogi's riding in the car,1,s,"4,5,0,0,0"
what color is the car,1,is,"0,0,1,0,0"
orange,0,None,
what is that up there,1,is,"0,1,0,0,0"
friend's bicycle,0,None,
no that's a car,1,s,"0,4,0,0"
what's on the other side,1,s,"4,0,0,0,0"
no that's not Yogi,1,s,"0,4,0,0"
those are two other bears,1,are,"0,1,0,0,0"
that's a disk,1,s,"4,0,0"
a disk from a game,0,None,
from a game,0,None,
part of a game,0,None,
that's probably David's game,1,s,"4,0,0,0"
it's at his house so he can play with it,1,s,"4,0,0,0,0,0,7,3,0,0"
so he can play with it,1,can,"0,0,7,3,0,0"
David is Ursula's little boy,1,is,"0,1,0,0,0"
well maybe he doesn't play football,1,doesn't,"0,0,0,1,3,0"
he's probably too little to play football,1,s,"4,0,0,0,0,3,0"
can you tell them about the football game you saw Sunday in the rain,1,can,"7,0,1,0,0,0,0,0,0,2,00,0,0,0"
the football game you saw Sunday in the rain,2,saw,"0,0,0,0,2,0,0,0,0"
it was raining,2,was,"0,2,5"
were the men clean or dirty,2,were,"2,0,0,0,0,0"
clean,0,None,
when they fell down what happened,2,fell,"0,0,2,0,0,2"
what happened,2,happened,"0,2"
he does look like Yogi,1,does,"0,1,0,0,0"
boots catch water in the rain,1,catch,"0,1,0,0,0,0"
wear mittens in the snow,1,wear,"1,0,0,0,0"
Adam I'm sure you didn't say ride on a ship,2,m,"0,4,0,0,2,3,1,0,0,0"
you didn't say ride on a ship,2,didn't,"0,2,3,1,0,0,0"
what did you say,2,did ,"0,2,0,3"
ship,0,None,
oh boat,0,None,
you mean boat ship,1,mean,"0,1,0,0"
that's not my hair,1,s,"4,0,0,0"
what is that,1,is,"0,1,0"
that's not a pin,1,s,"4,0,0,0"
look at it,1,look,"1,0,0"
two same way,0,None,
that's an orange seed,1,s,"4,0,0,0"
what did you make the noise for,2,did,"0,2,0,3,0,0,0"
you're jabbering,1,re,"4,5"
when it snows you'll wear mittens in the snow,1,snows,"0,1,3,6,3,0,0,0,0"
you'll wear mittens in the snow,3,ll,"6,3,0,0,0,0"
wear mittens in the snow,1,wear,"1,0,0,0,0"
Adam can you say,1,can,"0,7,0,3"
I don't wear mittens,1,don't,"0,1,3,0"
when it snows,1,snows,"0,0,1"
in the snow,0,None,
where will you go in the snow,3,will,"0,9,0,3,0,0,0"
the mittens will go in the snow,3,will,"0,0,9,3,0,0,0"
well where will you go,3,will,"0,0,9,0,3"
go in the street,1,go,"1,0,0,0"
go in the street trying to find the moon,1,go,"1,0,0,0,5,0,3,0,0"
what's in there,1,s,"4,0,0"
when did you put the pencil in there,2,did,"0,2,0,3,0,0,0,0"
yesterday,0,None,
is it alright,1,is,"1,0,0"
you ran into Mr Cromer's feet,2,ran,"0,2,0,0,0,0"
that's right,1,s,"4,0"
did you hit something,2,did,"2,0,3,0"
that's a round disk,1,s,"4,0,0,0"
round disk,0,None,
poor David because he lost a piece,2,lost,"0,0,0,0,2,0,0"
did I throw it away or did his Mommy throw it away,2,did,"2,0,3,0,0,0,2,0,0,3,0,0"
or did his Mommy throw it away,2,did,"0,2,0,0,3,0,0"
no one has thrown it away,1,has,"0,0,1,8,0,0"
David has fun when he plays,1,has,"0,1,0,0,0,1"
when he plays,1,plays,"0,0,1"
yes,0,None,
little boy play with David,1,play,"0,0,1,0,0"
piece of pie,0,None,
d three ten,0,None,
is that your license number,1,is,"1,0,0,0,0"
if you want it to,1,want,"0,0,1,0,0"
one is a car and one is a what,1,is,"0,1,0,0,0,0,1,0,0"
and one is a what,1,is,"0,0,1,0,0"
oh,0,None,
Adam dropped the choo_choo train,2,dropped,"0,2,0,0,0,0"
you're going to build the house,3,re going to,"4,5,0,3,0,0"
oh you're going to build another house,3,ll,"0,4,5,0,3,0,0"
oh you made a street light,2,made,"0,0,2,0,0,0"
you're looking for what,1,re,"4,5,0,0"
for what,0,None,
oh,0,None,
looking for Cromer,0,None,"5,0,0"
did you find him,2,did,"2,0,3,0"
find him,1,find,"1,0"
no you didn't,2,didn't,"0,0,2"
didn't,2,didn't,2
little seed,0,None,
ice,0,None,
that's good ice,1,s,"4,0,0"
mine's lemon,0,None,
what kind of ice is yours,1,is,"0,0,0,0,1,0"
you dropped it,2,dropped,"0,2,0"
it's so tiny you hafta be careful,1,s,"4,0,0,0,1,3,0"
you hafta be careful,1,hafta,"0,1,3,0"
it's gone down the street,1,s,"4,8,0,0,0"
did you see that one,2,did,"2,0,3,0,0"
looks like Adam's truck,1,looks,"1,0,0,0"
too tiny,0,None,
careful Adam,0,None,
you what,0,None,
do it again,1,do,"1,0,0"
oh silly peekaboo,0,None,
you a jack,0,None,
this is a fire hydrant,1,is,"0,1,0,0,0"
no just pretend,1,pretend,"0,0,1"
don't put it in your mouth,1,don't,"1,3,0,0,0,0"
don't do that,1,don't,"1,3,0"
track train,0,None,
train track,0,None,
no,0,None,
put them back on the board,1,put,"1,0,0,0,0,0"
yes,0,None,
over here on the train track,0,None,
yes,0,None,
yes the train is coming over to the tracks,1,is,"0,0,0,1,5,0,0,0,0"
come on,1,come,"1,0"
put the trains back on the table,1,put,"1,0,0,0,0,0,0"
ball,0,None,
where,0,None,
can you get it,1,can,"7,0,3,0"
I don't see a ball,1,don't,"0,1,3,0,0"
where,0,None,
ball,0,None,
careful,0,None,
did you find it,2,did,"2,0,3,0"
shame on me,0,None,
who bit the doggie's boot,2,bit,"0,2,0,0,0"
nineteen twelve,0,None,
oh cowboy spills milk,1,spills,"0,0,1,0"
in his boot,0,None,
the doggie bit you in your boot,2,bit,"0,0,2,0,0,0,0"
doggie bit me shame,2,bit,"0,2,0,0"
would you show that to Ursula,1,would,"7,0,3,0,0,0"
what about the milk in the boots,0,None,
no dipping vat,0,None,"0,5,0"
what,0,None,
sleeping dinosaur,0,None,"5,0"
that's heavy,1,s,"4,0"
what's heavy,1,s,"4,0"
does he have spurs,1,does,"1,0,3,0"
no she said draw a boot on the paper,2,said,"0,0,2,3,0,0,0,0,0"
no she didn't say draw on a boot she said draw a boot on the paper,2,didn't,"0,0,2,3,3,0,0,0,0,2,3,0,0,0,0,0"
that's right,1,s,"4,0"
draw a boot on the paper,1,draw,"1,0,0,0,0,0"
but you're drawing on the boot,1,re,"0,4,5,0,0,0"
little what,0,None,
what about the little doggie,0,None,
did you break the pencil,2,did,"2,0,3,0,0"
where did you get that,2,did,"0,2,0,3,0"
nineteen twelve,0,None,
what does that mean,1,does,"0,1,0,0"
talking to Mr,0,None,"5,0,0"
Cromer nineteen twelve huh,0,None,
ouch doggie,0,None,
there was something else that was shaped like this and he read it like a grocery list,2,was,"0,2,0,0,0,2,8,0,0,0,0,2,0,0,0,0,0"
that was shaped like this and he read it like a grocery list,2,was,"0,2,8,0,0,0,0,2,0,0,0,0,0"
and he read it like a grocery list,2,read,"0,0,2,0,0,0,0,0"
who,0,None,
oh after supper,0,None,
thank you,1,thank,"1,0"
does everybody have ice,1,does,"1,0,3,0"
the doggie ate all of his ice,2,ate,"0,0,2,0,0,0,0"
he likes ice,1,likes,"0,1,0"
oh just like the cowboy's,0,None,
listen to what,1,listen,"1,0,0"
go pick them up,1,go,"1,3,0,0"
okay pick those up,1,pick,"0,1,0,0"
