,Sentence,Tense,Verb,NER Tag
2141,yes chatter what's the matter with you,1,s,"0,0,4,0,0,0,0"
2142,come out,1,come,"1,0"
2143,poor Adam did you hurt your head,2,did,"0,0,2,0,3,0,0"
2144,well did your head belong under there really,2,did,"0,2,0,0,3,0,0,0"
2145,oh your head is still there,1,is,"0,0,0,1,0,0"
2146,can you tell what happened,1,can,"7,0,3,0,2"
2147,what happened,2,happened,"0,2"
2148,what happened,2,happened,"0,2"
2149,where is the other part of your train,1,is,"0,1,0,0,0,0,0,0"
2150,didn't you drop your pennies on the floor,2,didn't,"2,0,3,0,0,0,0,0"
2151,here it is,1,is,"0,0,1"
2152,like sookie,0,None,"0,0"
2153,running with bread,0,None,"5,0,0"
2154,well why don't you take the bread back out to the kitchen,1,don't,"0,0,1,0,3,0,0,0,0,0,0,0"
2155,Adam,0,None,0
2156,you imp,0,None,"0,0"
2157,come on choo choo,1,come,"1,0,0,0"
2158,choo choo,0,None,0
2159,oh does it stop for a street light,1,does,"0,1,0,3,0,0,0,0"
2160,nine four,0,None,"0,0"
2161,no thank you,1,thank,"0,1,0"
2162,what is that,1,is,"0,1,0"
2163,what is that,1,is,"0,1,0"
2164,talking about the lady,0,None,"5,0,0,0"
2165,what lady,0,None,"0,0"
2166,what do seals eat,1,do,"0,1,0,3"
2167,eat supper,1,eat,"1,0"
2168,what do they have for supper,1,do,"0,1,0,3,0,0"
2169,milk,0,None,0
2170,do they like milk,1,do,"1,0,3,0"
2171,I don't think you need any more,1,don't,"0,1,3,0,1,0,0"
2172,see the seal I,1,see,"1,0,0,0"
2173,can you say that,1,can,"7,0,3,0"
2174,see the seal I,1,see,"1,0,0,0"
2175,what can you say,1,can,"0,7,0,3"
2176,see the seal I,1,see,"1,0,0,0"
2177,oh that's right,1,s,"0,4,0"
2178,sure there,0,None,"0,0"
2179,cowboy's knee is the same way,1,is,"40,0,1,0,0,0"
2180,close eye,1,close,"1,0"
2181,it's not nice to tell jokes to yourself in company,1,s,"4,0,0,0,3,0,0,0,0,0"
2182,trash can,0,None,"0,0"
2183,you dropped it in the trash can,2,dropped,"0,2,0,0,0,0,0"
2184,oh no the top didn't fall in,2,didn't,"0,0,0,0,2,3,0"
2185,where is the top,1,is,"0,1,0,0"
2186,no the top is on the floor,1,is,"0,0,0,1,0,0,0"
2187,wears Adam two shirt,1,wears,"1,0,0,0"
2188,go to bed,1,go,"1,0,0"
2189,pliers,0,None,0
2190,what do you use the pliers for,1,do,"0,1,0,2,0,0,0"
2191,oh you use the pliers to cut flowers,1,use,"0,0,1,0,0,0,3,0"
2192,where are the pencils,1,are,"0,1,0,0"
2193,right where,0,None,"0,0"
2194,right there where,0,None,"0,0,0"
2195,where did the pencil go,2,did,"0,2,0,0,3"
2196,why are the pencils in the refrigerator,1,are,"0,1,0,0,0,0,0"
2197,one,0,None,0
2198,one for Adam,0,None,"0,0,0"
2199,he's trying his new words out,1,s,"3,5,0,0,0,0"
2200,has Adam two pencils,1,has,"1,0,0,0"
2201,cowboy wear boots,1,wear,"0,1,0"
2202,oh you wear boots,1,wear,"0,0,1,0"
2203,where,0,None,0
2204,in the snow,0,None,"0,0,0"
2205,you wear mittens in the snow,1,wear,"0,1,0,0,0,0"
2206,say do you like ham,1,do,"1,1,0,3,0"
2207,Adam can you say this goes Cromer to school,1,can,"0,7,0,3,0,1,0,0,0"
2208,goes Cromer to school,1,goes,"1,0,0,0"
2209,go to Ursula's school,1,go,"1,0,0,0"
2210,where is snow mitten,1,is,"0,1,0,0"
2211,they're in the drawer upstairs,1,re,"4,0,0,0,0"
2212,upstairs,0,None,0
2213,where are you going,1,are,"0,1,0,5"
2214,get mittens and hat,1,get,"1,0,0,0"
2215,where are you going when you get the mittens,1,are,"0,1,0,5,0,0,1,0,0"
2216,when you get the mittens,1,get,"0,0,1,0,0"
2217,Adam what are you doing,1,are,"0,0,1,0,5"
2218,no what,0,None,"0,0"
2219,oh you don't wanna tell me what you're doing,1,don't,"0,0,1,3,3,0,0,4,5"
2220,what you're doing,1,re,"0,4,5"
2221,alright,0,None,0
2222,same color,0,None,"0,0"
2223,what color is that,1,is,"0,0,1,0"
2224,red and blue,0,None,"0,0,0"
2225,which one is red,1,is,"0,0,1,0"
2226,which one is blue,1,is,"0,0,1,0"
2227,don't sit on Mr Cromer's briefcase,1,don't,"1,3,0,0,0,0"
2228,get up,1,get,"1,0"
2229,yes,0,None,0
2230,up off his suitcase,0,None,"0,0,0,0"
2231,what,0,None,0
2232,who fell down,2,fell,"0,2,0"
2233,don't you think those things take up lots of room,1,don't,"1,0,3,0,0,1,0,0,0,0"
2234,things take up lots of room,1,take,"0,1,0,0,0,0"
2235,pretty seal,0,None,"0,0"
2236,yes he's pretty,1,s,"0,4,0"
2237,there it is,1,is,"0,0,1"
2238,what's Catherine doing,1,s,"4,0,5"
2239,Catherine's eye,0,None,"0,0"
2240,you knocked the seal over,2,knocked,"0,2,0,0,0"
2241,you hafta pour the water out,1,hafta,"0,1,0,0,0,0"
2242,thank you,1,thank,"1,0"
2243,does this make a noise when you pour it,1,does,"1,0,3,0,0,0,0,1,0"
2244,when you pour it,1,pour,"0,0,1,0"
2245,nothing,0,None,0
2246,Cromer isn't doing a thing,1,isn't,"0,1,5,0,0"
2247,carry fire,1,carry,"1,0"
2248,I don't know,1,don't,"0,1,3"
2249,where is it,1,isn't,"0,1,0"
2250,fire,0,None,0
2251,oh,0,None,0
2252,mittens on,0,None,"0,0"
2253,you're saying no now,1,re,"4,5,0,0"
2254,Peter Piper picked,2,picked,"0,0,2"
2255,what are you doing,1,are,"0,1,0,5"
2256,you didn't say fight fire did you,2,didn't,"0,2,3,1,0,2,0"
2257,it sounded like freight,2,sounded,"0,2,0,0"
2258,the chair,0,None,"0,0"
2259,people take wood and put it together and make a chair,1,take,"0,1,0,0,1,0,0,0,1,0,0"
2260,and put it together and make a chair,1,put,"0,1,0,0,0,1,0,0"
2261,and make a chair,1,make,"0,1,0,0"
2262,you need a saw,1,need,"0,1,0,0"
2263,you need carpenter's tools,1,need,"0,1,0,0"
2264,what happened to the hammer,2,happened,"0,2,0,0,0"
2265,where you going to put it,0,None,"0,2,0,0,3,0"
2266,where's the top to it,1,s,"4,0,0,0,0"
2267,I see your hammer,1,see,"0,1,0,0"
2268,rock a bye baby in the treetop,1,rock,"1,0,0,0,0,0,0"
2269,do you wanna sing a song for Ursula and Cromer,1,do,"1,0,3,3,0,0,0,0,0,0"
2270,don't stand on the chair,1,don't,"1,3,0,0,0"
2271,you'll break if it you stand on it that way,3,ll,"6,3,0,0,0,1,0,0,0,0"
2272,if it you stand on it that way,1,stand,"0,0,0,1,0,0,0,0"
2273,oh it's an airplane,1,s,"0,3,0,0"
2274,oh is there a nail there,1,is,"0,1,0,0,0,0"
2275,your book is in the same place,1,is,"0,0,1,0,0,0,0"
2276,is there a nail there,1,is,"1,0,0,0,0"
2277,I don't think there is one here,1,don't,"0,1,3,0,1,0,0"
2278,don't get on the chair,1,don't,"1,3,0,0,0"
2279,you'll break it,3,ll,"6,3,0"
2280,what did Mommy say,2,did,"0,2,0,3"
2281,you didn't hit your nose,2,didn't,"0,2,3,0,0"
2282,you hit your mouth,2,hit,"0,2,0,0"
2283,you sit on the chair,1,sit,"0,1,0,0,0"
2284,and I'll rock you,3,ll,"0,6,3,0"
2285,I can't rock in this,1,can't,"0,7,3,0,0"
2286,if you sit in that chair,1,sit,"0,0,1,0,0,0"
2287,yes because I moved the coffee pot and it hit your head,2,moved,"0,0,0,2,0,0,0,0,0,2,0,0"
2288,and it hit your head,2,hit,"0,0,2,0,0"
2289,you're going to show her something in the bag,3,re going to,"4,5,0,3,0,0,0,0,0"
2290,don't you have something to show her,1,don't,"1,0,3,0,0,3,0"
2291,don't go in her bag,1,don't,"1,3,0,0,0"
2292,I think she has everything out to show you,1,think,"0,1,0,1,0,0,0,3,0"
2293,she has everything out to show you,1,has,"0,1,0,0,0,3,0"
2294,what is it Adam,1,is,"0,1,0,0"
2295,fire engine,0,None,"0,0"
2296,do you think maybe Robin put that in her bag,1,think,"1,0,3,0,0,3,0,0,0,0"
2297,maybe Robin put that in her bag,2,put,"0,0,2,0,0,0,0"
2298,that's Ursula's,1,s,"4,0"
2299,there's your pencil,1,s,"4,0,0"
2300,talk to Ursula Mommy,1,talk,"1,0,0,0"
2301,don't you have something to tell her,1,don't,"1,0,3,0,0,3,0"
2302,how can she write when you're on her paper,1,can,"1,7,0,3,0,4,0,0,0"
2303,when you're on her paper,1,re,"0,4,0,0,0"
2304,no Adam,0,None,"0,0"
2305,Yogi's riding in the car,1,s,"4,5,0,0,0"
2306,what color is the car,1,is,"0,0,1,0,0"
2307,orange,0,None,0
2308,what is that up there,1,is,"0,1,0,0,0"
2309,friend's bicycle,0,None,"0,0"
2310,no that's a car,1,s,"0,4,0,0"
2311,what's on the other side,1,s,"4,0,0,0,0"
2312,no that's not Yogi,1,s,"0,4,0,0"
2313,those are two other bears,1,are,"0,1,0,0,0"
2314,that's a disk,1,s,"4,0,0"
2315,a disk from a game,0,None,"0,0,0,0,0"
2316,from a game,0,None,"0,0,0"
2317,part of a game,0,None,"0,0,0,0"
2318,that's probably David's game,1,s,"4,0,0,0"
2319,it's at his house so he can play with it,1,s,"4,0,0,0,0,0,7,3,0,0"
2320,so he can play with it,1,can,"0,0,7,3,0,0"
2321,David is Ursula's little boy,1,is,"0,1,0,0,0"
2322,well maybe he doesn't play football,1,doesn't,"0,0,0,1,3,0"
2323,he's probably too little to play football,1,s,"4,0,0,0,0,3,0"
2324,can you tell them about the football game you saw Sunday in the rain,1,can,"7,0,1,0,0,0,0,0,0,2,00,0,0,0"
2325,the football game you saw Sunday in the rain,2,saw,"0,0,0,0,2,0,0,0,0"
2326,it was raining,2,was,"0,2,5"
2327,were the men clean or dirty,2,were,"2,0,0,0,0,0"
2328,clean,0,None,0
2329,when they fell down what happened,2,fell,"0,0,2,0,0,2"
2330,what happened,2,happened,"0,2"
2331,he does look like Yogi,1,does,"0,1,0,0,0"
2332,boots catch water in the rain,1,catch,"0,1,0,0,0,0"
2333,wear mittens in the snow,1,wear,"1,0,0,0,0"
2334,Adam I'm sure you didn't say ride on a ship,2,m,"0,4,0,0,2,3,1,0,0,0"
2335,you didn't say ride on a ship,2,didn't,"0,2,3,1,0,0,0"
2336,what did you say,2,did,"0,2,0,3"
2337,ship,0,None,0
2338,oh boat,0,None,"0,0"
2339,you mean boat ship,1,mean,"0,1,0,0"
2340,that's not my hair,1,s,"4,0,0,0"
2341,what is that,1,is,"0,1,0"
2342,that's not a pin,1,s,"4,0,0,0"
2343,look at it,1,look,"1,0,0"
2344,two same way,0,None,"0,0,0"
2345,that's an orange seed,1,s,"4,0,0,0"
2346,what did you make the noise for,2,did,"0,2,0,3,0,0,0"
2347,you're jabbering,1,re,"4,5"
2348,when it snows you'll wear mittens in the snow,1,snows,"0,1,3,6,3,0,0,0,0"
2349,you'll wear mittens in the snow,3,ll,"6,3,0,0,0,0"
2350,wear mittens in the snow,1,wear,"1,0,0,0,0"
2351,Adam can you say,1,can,"0,7,0,3"
2352,I don't wear mittens,1,don't,"0,1,3,0"
2353,when it snows,1,snows,"0,0,1"
2354,in the snow,0,None,"0,0,0"
2355,where will you go in the snow,3,will,"0,9,0,3,0,0,0"
2356,the mittens will go in the snow,3,will,"0,0,9,3,0,0,0"
2357,well where will you go,3,will,"0,0,9,0,3"
2358,go in the street,1,go,"1,0,0,0"
2359,go in the street trying to find the moon,1,go,"1,0,0,0,5,0,3,0,0"
2360,what's in there,1,s,"4,0,0"
2361,when did you put the pencil in there,2,did,"0,2,0,3,0,0,0,0"
2362,yesterday,0,None,0
2363,is it alright,1,is,"1,0,0"
2364,you ran into Mr Cromer's feet,2,ran,"0,2,0,0,0,0"
2365,that's right,1,s,"4,0"
2366,did you hit something,2,did,"2,0,3,0"
2367,that's a round disk,1,s,"4,0,0,0"
2368,round disk,0,None,"0,0"
2369,poor David because he lost a piece,2,lost,"0,0,0,0,2,0,0"
2370,did I throw it away or did his Mommy throw it away,2,did,"2,0,3,0,0,0,2,0,0,3,0,0"
2371,or did his Mommy throw it away,2,did,"0,2,0,0,3,0,0"
2372,no one has thrown it away,1,has,"0,0,1,8,0,0"
2373,David has fun when he plays,1,has,"0,1,0,0,0,1"
2374,when he plays,1,plays,"0,0,1"
2375,yes,0,None,0
2376,little boy play with David,1,play,"0,0,1,0,0"
2377,piece of pie,0,None,"0,0,0"
2378,d three ten,0,None,"0,0,0"
2379,is that your license number,1,is,"1,0,0,0,0"
2380,if you want it to,1,want,"0,0,1,0,0"
2381,one is a car and one is a what,1,is,"0,1,0,0,0,0,1,0,0"
2382,and one is a what,1,is,"0,0,1,0,0"
2383,oh,0,None,0
2384,Adam dropped the choo choo train,2,dropped,"0,2,0,0,0,0"
2385,you're going to build the house,3,re going to,"4,5,0,3,0,0"
2386,oh you're going to build another house,3,ll,"0,4,5,0,3,0,0"
2387,oh you made a street light,2,made,"0,0,2,0,0,0"
2388,you're looking for what,1,re,"4,5,0,0"
2389,for what,0,None,"0,0"
2390,oh,0,None,0
2391,looking for Cromer,0,None,"5,0,0"
2392,did you find him,2,did,"2,0,3,0"
2393,find him,1,find,"1,0"
2394,no you didn't,2,didn't,"0,0,2"
2395,didn't,2,didn't,2
2396,little seed,0,None,"0,0"
2397,ice,0,None,0
2398,that's good ice,1,s,"4,0,0"
2399,mine's lemon,0,None,"0,0"
2400,what kind of ice is yours,1,is,"0,0,0,0,1,0"
2401,you dropped it,2,dropped,"0,2,0"
2402,it's so tiny you hafta be careful,1,s,"4,0,0,0,1,3,0"
2403,you hafta be careful,1,hafta,"0,1,3,0"
2404,it's gone down the street,1,s,"4,8,0,0,0"
2405,did you see that one,2,did,"2,0,3,0,0"
2406,looks like Adam's truck,1,looks,"1,0,0,0"
2407,too tiny,0,None,"0,0"
2408,careful Adam,0,None,"0,0"
2409,you what,0,None,"0,0"
2410,do it again,1,do,"1,0,0"
2411,oh silly peekaboo,0,None,"0,0,0"
2412,you a jack,0,None,"0,0,0"
2413,this is a fire hydrant,1,is,"0,1,0,0,0"
2414,no just pretend,1,pretend,"0,0,1"
2415,don't put it in your mouth,1,don't,"1,3,0,0,0,0"
2416,don't do that,1,don't,"1,3,0"
2417,track train,0,None,"0,0"
2418,train track,0,None,"0,0"
2419,no,0,None,0
2420,put them back on the board,1,put,"1,0,0,0,0,0"
2421,yes,0,None,0
2422,over here on the train track,0,None,"0,0,0,0,0,0"
2423,yes,0,None,0
2424,yes the train is coming over to the tracks,1,is,"0,0,0,1,5,0,0,0,0"
2425,come on,1,come,"1,0"
2426,put the trains back on the table,1,put,"1,0,0,0,0,0,0"
2427,ball,0,None,0
2428,where,0,None,0
2429,can you get it,1,can,"7,0,3,0"
2430,I don't see a ball,1,don't,"0,1,3,0,0"
2431,where,0,None,0
2432,ball,0,None,0
2433,careful,0,None,0
2434,did you find it,2,did,"2,0,3,0"
2435,shame on me,0,None,"0,0,0"
2436,who bit the doggie's boot,2,bit,"0,2,0,0,0"
2437,nineteen twelve,0,None,"0,0"
2438,oh cowboy spills milk,1,spills,"0,0,1,0"
2439,in his boot,0,None,"0,0,0"
2440,the doggie bit you in your boot,2,bit,"0,0,2,0,0,0,0"
2441,doggie bit me shame,2,bit,"0,2,0,0"
2442,would you show that to Ursula,1,would,"7,0,3,0,0,0"
2443,what about the milk in the boots,0,None,"0,0,0,0,0,0,0"
2444,no dipping vat,0,None,"0,5,0"
2445,what,0,None,0
2446,sleeping dinosaur,0,None,"5,0"
2447,that's heavy,1,s,"4,0"
2448,what's heavy,1,s,"4,0"
2449,does he have spurs,1,does,"1,0,3,0"
2450,no she said draw a boot on the paper,2,said,"0,0,2,3,0,0,0,0,0"
2451,no she didn't say draw on a boot she said draw a boot on the paper,2,didn't,"0,0,2,3,3,0,0,0,0,2,3,0,0,0,0,0"
2452,that's right,1,s,"4,0"
2453,draw a boot on the paper,1,draw,"1,0,0,0,0,0"
2454,but you're drawing on the boot,1,re,"0,4,5,0,0,0"
2455,little what,0,None,"0,0"
2456,what about the little doggie,0,None,"0,0,0,0,0"
2457,did you break the pencil,2,did,"2,0,3,0,0"
2458,where did you get that,2,did,"0,2,0,3,0"
2459,nineteen twelve,0,None,"0,0"
2460,what does that mean,1,does,"0,1,0,0"
2461,talking to Mr,0,None,"5,0,0"
2462,Cromer nineteen twelve huh,0,None,"0,0,0,0"
2463,ouch doggie,0,None,"0,0"
2464,there was something else that was shaped like this and he read it like a grocery list,2,was,"0,2,0,0,0,2,8,0,0,0,0,2,0,0,0,0,0"
2465,that was shaped like this and he read it like a grocery list,2,was,"0,2,8,0,0,0,0,2,0,0,0,0,0"
2466,and he read it like a grocery list,2,read,"0,0,2,0,0,0,0,0"
2467,who,0,None,0
2468,oh after supper,0,None,"0,0,0"
2469,thank you,1,thank,"1,0"
2470,does everybody have ice,1,does,"1,0,3,0"
2471,the doggie ate all of his ice,2,ate,"0,0,2,0,0,0,0"
2472,he likes ice,1,likes,"0,1,0"
2473,oh just like the cowboy's,0,None,"0,0,0,0,0"
2474,listen to what,1,listen,"1,0,0"
2475,go pick them up,1,go,"1,3,0,0"
2476,okay pick those up,1,pick,"0,1,0,0"
2477,we'll put them up now,3,ll,"6,3,0,0,0"
2478,don't put them on the floor Adam,1,don't,"1,3,0,0,0,0,0"
2479,oh that's for the doggie,1,s,"0,4,0,0,0"
2480,no now pick the doggie's up,1,pick,"0,0,3,0,0,0"
2481,he's finished,1,s,"4,8"
2482,can you tell me a story about nineteen twelve,1,can,"7,0,3,0,0,0,0,0,0"
2483,oh you fell down,2,fell,"0,0,2,0"
2484,did you hurt yourself,2,did,"2,0,3,0"
2485,where did you hurt yourself,2,did,"0,2,0,3,0"
2486,you fell down on Mommy's rug,2,fell,"0,2,0,0,0,0"
2487,play with cowboy's cigarette,1,play,"1,0,0,0"
2488,you dropped some under the table,2,dropped,"0,2,0,0,0,0"
2489,see those,1,see,"1,0"
2490,oh that one,0,None,"0,0,0"
2491,what for,0,None,"0,0"
2492,this,0,None,0
2493,cowboy,0,None,0
2494,branding a cow,0,None,"5,0,0"
2495,rodeo,0,None,0
2496,yes it is heavy,1,is,"0,0,1,0"
2497,part of the fun of being a cowboy is to ride a cow horse,1,is,"0,0,0,0,0,5,0,0,1,0,3,0,0,0"
2498,oh I'm the cowhorse and you're the cowboy,1,m,"0,4,0,0,0,4,0,0"
2499,and you're the cowboy,1,re,"0,4,0,0"
2500,what are you laughing about,1,are,"0,1,0,5,0"
2501,cowboy what about the grin,0,None,"0,0,0,0,0"
2502,www,0,None,0
2503,what is that nineteen twelve,1,is,"0,1,0,0,0"
2504,no,0,None,0
2505,are you going to draw a picture for us,1,are,"1,0,5,0,3,0,0,0,0"
2506,oh Cecile and Catherine,0,None,"0,0,0,0"
2507,Cecile and Catherine,0,None,"0,0,0"
2508,they're his baby,1,re,"3,0,0"
2509,you're talking about the cowboy,1,re,"3,5,0,0,0"
2510,a children's program,0,None,"0,0,0"
2511,he said,2,said,"0,2"
2512,Daddy's Gil Smith talking about roadgrader,1,s,"4,0,0,5,0,0"
2513,I don't know what all the other was,1,don't,"0,1,3,0,0,0,0,2"
2514,what a pretty butterfly,0,None,"0,0,0,0"
2515,oh I scratched my arm with the needle,2,scratched,"0,0,2,0,0,0,0,0"
2516,yeah,0,None,0
2517,you dropped your pencil,2,dropped,"0,2,0,0"
2518,Adam touching paper,0,None,"0,5,0"
2519,the other was something about Christmas and Adam eats peas,2,was,"0,0,2,0,0,0,0,0,1,0"
2520,and Adam eats peas,1,eats,"0,0,1,0"
2521,no Adam where are you going,1,are,"0,0,0,1,0,5"
2522,what are you doing Adam Smith,1,are,"0,1,0,5,0,0"
2523,what are you talking about a roadgrader for,1,are,"0,1,0,5,0,0,0,0"
2524,what,0,None,0
2525,fell down on his face,2,fell,"2,0,0,0,0"
2526,what,0,None,0
2527,llama,0,None,0
2528,beep beep pencil,0,None,"0,0,0"
2529,what is the cowboy's name,1,is,"0,1,0,0,0"
2530,named what,0,None,"0,0"
2531,what's the cowboy's name,1,s,"4,0,0,0"
2532,what about the taper,0,None,"0,0,0,0"
2533,oh you're waking up,1,re,"0,4,5,0"
2534,boot on,0,None,"0,0"
2535,you're tired,1,re,"4,0"
2536,are you ready to go to bed,1,are,"1,0,0,0,3,0,0"
2537,oh you made a mistake did you and said yes,2,made,"0,0,2,0,0,2,0,0,2,0"
2538,did you,2,did,"2,0"
2539,and said yes,2,said,"0,2,0"
2540,time to go to bed,0,None,"0,0,3,0,0"
2541,oh why not,0,None,"0,0,0"
2542,why aren't you ready to go to bed,1,aren't,"0,1,0,0,0,3,0,0"
2543,well take one back to her,1,take,"0,1,0,0,0,0"
2544,give her one that's good,1,give,"1,0,0,4,0"
2545,yeah she needs that,1,needs,"0,0,1,0"
2546,I thought you said that pencil was no good,2,thought,"0,2,0,2,0,0,2,0,0"
2547,you said that pencil was no good,2,said,"0,2,0,0,2,0,0"
2548,that pencil was no good,2,was,"0,0,2,0,0"
2549,Adam you put it through the paper,2,put,"1,0,2,0,0,0,0"
2550,look at the back of the paper,1,look,"1,0,0,0,0,0,0"
2551,the paper is torn,1,is,"0,0,1,0"
2552,why don't you come over here and do that to your paper,1,don't,"0,1,0,3,0,0,0,1,0,0,0,0"
2553,and do that to your paper,1,do,"0,1,0,0,0,0"
2554,mhm,0,None,0
2555,is that a tunnel,1,is,"1,0,0,0"
2556,it's a tunnel,1,s,"4,0,0"
2557,a tunnel,0,None,"0,0"
2558,it's still there,1,s,"4,0,0"
2559,you took the pencils out,2,took,"0,2,0,0,0"
2560,no,0,None,0
2561,because that's part of this toy,1,s,"0,4,0,0,0,0"
2562,you put the pencils on the floor,2,put,"0,2,0,0,0,0,0"
2563,my goodness how many pencils do you have,1,do,"0,0,0,0,0,1,0,3"
2564,he doesn't watch Bozo,1,doesn't,"0,1,3,0"
2565,and his nose doesn't squeak like Bozo's,1,doesn't,"0,0,0,1,3,0,0"
2566,you what,0,None,"0,0"
2567,wait let me tie it,1,wait,"1,1,0,3,0"
2568,let me tie it,1,let,"1,0,3,0"
2569,I've got a dripping mouth,1,ve,"4,8,0,0,0"
2570,fasten the button,1,fasten,"1,0,0"
2571,he doesn't wanna blow,1,doesn't,"0,1,3,0"
2572,you blow,1,blow,"0,1"
2573,no Adam,0,None,"0,0"
2574,you blow it,1,blow,"0,1,0"
2575,now put it down,1,put,"0,1,0,"
2576,what,0,None,0
2577,I don't know,1,don't,"0,1,3"
2578,afternoon,0,None,0
2579,it's afternoon yes,1,s,"4,0,0"
2580,what do you say Adam,1,do,"0,1,0,3,0"
2581,what's he saying,1,s,"4,0,5"
2582,what are you doing Adam,1,are,"0,1,0,5,0"
2583,oh mixer,0,None,"0,0"
2584,are you ready for your lunch,1,are,"1,0,0,0,0,0"
2585,you are,1,are,"0,1"
2586,I don't think so,1,don't,"0,1,3,0"
2587,we'll save the sandwich for later,3,ll,"6,3,0,0,0,0"
2588,what about a bumble bee,0,None,"0,0,0,0,0"
2589,bumble bee standing on Cromer's feet,0,None,"0,0,5,0,0,0"
2590,are you in a parade or in a band,1,are,"1,0,0,0,0,0,0,0,0"
2591,what happens if you turn around like that,1,happens,"0,1,0,0,1,0,0,0"
2592,if you turn around like that,1,turn,"0,0,1,0,0,0"
2593,you broke your horn,2,broke,"0,2,0,0"
2594,mhm,0,None,0
2595,see where you broke your horn,1,see,"0,0,0,2,0,0"
2596,where you broke your horn,2,broke,"0,0,2,0,0"
2597,no here,0,None,"0,0"
2598,yes you broke it,2,broke,"0,0,2,0"
2599,yes you fell down and broke your horn didn't you,2,fell,"0,0,2,0,0,2,0,0,2,0"
