,Sentence,Tense,Verb,NER Tag,encode_sent,POS,TAG
669,whose is this,1,is,"0,1,0","0, 2301, 328, 346, 2","['DET', 'AUX', 'DET']","['WP$', 'VBZ', 'DT']"
670,to whom does that belong,1,does,"0,0,1,0,3","0, 634, 6777, 462, 296, 2542, 2","['PART', 'PRON', 'AUX', 'DET', 'VERB']","['TO', 'WP', 'VBZ', 'DT', 'VB']"
671,no that's not Adam's,1,s,"0,0,4,0,0,0","0, 286, 296, 279, 419, 1834, 279, 2","['INTJ', 'DET', 'AUX', 'PART', 'PROPN', 'PART']","['UH', 'DT', 'VBZ', 'RB', 'NNP', 'POS']"
672,yes that's Daddy's suitcase,1,s,"0,0,4,0,0,0","0, 506, 296, 279, 825, 279, 4678, 2","['INTJ', 'DET', 'AUX', 'NOUN', 'PART', 'NOUN']","['UH', 'DT', 'VBZ', 'NN', 'POS', 'NN']"
673,careful don't be so rough,1,don't,"0,1,0,3,0,0","0, 2041, 358, 309, 372, 437, 3432, 2","['ADJ', 'AUX', 'PART', 'AUX', 'ADV', 'ADJ']","['JJ', 'VBP', 'RB', 'VB', 'RB', 'JJ']"
674,it's not a pocketbook,1,s,"0,4,0,0,0","0, 274, 279, 419, 265, 5816, 2","['PRON', 'AUX', 'PART', 'DET', 'NOUN']","['PRP', 'VBZ', 'RB', 'DT', 'NN']"
675,no don't sit on that,1,don't,"0,1,0,3,0,0","0, 286, 358, 309, 726, 307, 296, 2","['INTJ', 'AUX', 'PART', 'VERB', 'ADP', 'DET']","['UH', 'VBP', 'RB', 'VB', 'IN', 'DT']"
676,what kind of car do you have,1,do,"0,0,0,0,1,0,3","0, 312, 549, 340, 572, 299, 273, 381, 2","['DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PRON', 'AUX']","['WDT', 'NN', 'IN', 'NN', 'VBP', 'PRP', 'VB']"
677,put Miss Munroe's tow truck,1,put,"1,0,0,0,0,0,0","0, 676, 2815, 14255, 29826, 279, 5604, 971, 2","['VERB', 'PROPN', 'PROPN', 'PART', 'NOUN', 'NOUN']","['VB', 'NNP', 'NNP', 'POS', 'NN', 'NN']"
678,is that your doggie,1,is,"1,0,0,0","0, 281, 296, 345, 1407, 2","['AUX', 'DET', 'DET', 'NOUN']","['VBZ', 'DT', 'PRP$', 'NN']"
679,what's your doggie's name,1,s,"0,4,0,0,0,0","0, 312, 279, 345, 1407, 279, 766, 2","['PRON', 'AUX', 'DET', 'NOUN', 'PART', 'NOUN']","['WP', 'VBZ', 'PRP$', 'NN', 'POS', 'NN']"
680,Texaco star,0,None,"0,0,0","0, 18292, 6331, 2357, 2","['PROPN', 'NOUN']","['NNP', 'NN']"
681,that's not a star,1,s,"0,4,0,0,0","0, 363, 279, 419, 265, 2357, 2","['DET', 'AUX', 'PART', 'DET', 'NOUN']","['DT', 'VBZ', 'RB', 'DT', 'NN']"
682,what about Cliffy,0,None,"0,0,0","0, 312, 482, 26544, 2","['PRON', 'ADP', 'PROPN']","['WP', 'IN', 'NNP']"
683,bye lion,0,None,"0,0","0, 965, 1809, 2","['INTJ', 'NOUN']","['UH', 'NN']"
684,two boots,0,None,"0,0","0, 1201, 2419, 2","['NUM', 'NOUN']","['CD', 'NNS']"
685,it doesn't belong there,1,doesn't,"0,1,0,3,0","0, 274, 644, 309, 2542, 386, 2","['PRON', 'AUX', 'PART', 'VERB', 'ADV']","['PRP', 'VBZ', 'RB', 'VB', 'RB']"
686,okay Adam ride it,1,ride,"0,0,1,0","0, 367, 1834, 1446, 290, 2","['INTJ', 'PROPN', 'VERB', 'PRON']","['UH', 'NNP', 'VB', 'PRP']"
687,Adam's doggie,0,None,"0,0,0","0, 2637, 279, 1407, 2","['PROPN', 'PART', 'NOUN']","['NNP', 'POS', 'NN']"
688,take his nose off,1,take,"1,0,0,0","0, 1363, 505, 1042, 581, 2","['VERB', 'DET', 'NOUN', 'ADP']","['VB', 'PRP$', 'NN', 'RP']"
689,no you can't take his nose off,1,can't,"0,0,7,0,3,0,0,0","0, 286, 273, 377, 309, 577, 505, 1042, 581, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP']","['UH', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'RP']"
690,how will he smell anything,3,will,"0,9,0,3,0","0, 467, 733, 301, 1840, 941, 2","['ADV', 'VERB', 'PRON', 'VERB', 'PRON']","['WRB', 'MD', 'PRP', 'VB', 'NN']"
691,no you can't take his nose off either,1,can't,"0,0,7,0,3,0,0,0,0","0, 286, 273, 377, 309, 577, 505, 1042, 581, 1539, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADV']","['UH', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'RP', 'RB']"
692,you can't take his nose off,1,can't,"0,7,0,3,0,0,0","0, 266, 377, 309, 577, 505, 1042, 581, 2","['PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP']","['PRP', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'RP']"
693,no I don't think those two men can,1,don't,"0,0,1,0,3,0,0,0,7","0, 286, 322, 358, 309, 399, 594, 659, 2466, 377, 2","['INTJ', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NUM', 'NOUN', 'VERB']","['UH', 'PRP', 'VBP', 'RB', 'VB', 'DT', 'CD', 'NNS', 'MD']"
694,no you can't take the lion's nose off,1,can't,"0,0,7,0,3,0,0,0,0,0","0, 286, 273, 377, 309, 577, 272, 1809, 279, 1042, 581, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP']","['UH', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'POS', 'NN', 'RP']"
695,doggie take nose off,1,take,"0,1,0,0","0, 3291, 577, 1042, 581, 2","['PROPN', 'VERB', 'NOUN', 'ADP']","['NNP', 'VB', 'NN', 'RP']"
696,nose off what,0,None,"0,0,0","0, 3392, 581, 339, 2","['VERB', 'ADP', 'PRON']","['VB', 'RP', 'WP']"
697,no you can't take the nose off,1,can't,"0,0,7,0,3,0,0,0","0, 286, 273, 377, 309, 577, 272, 1042, 581, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP']","['UH', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'RP']"
698,Adam who take nose off,1,take,"0,0,1,0,0","0, 2637, 592, 577, 1042, 581, 2","['PROPN', 'PRON', 'VERB', 'NOUN', 'ADP']","['NNP', 'WP', 'VBP', 'NN', 'RP']"
699,take nose off Donald Duck,1,take,"1,0,0,0,0","0, 1363, 1042, 581, 3697, 5053, 2","['VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']","['VB', 'NN', 'IN', 'NNP', 'NNP']"
700,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
701,take nose off what,1,take,"1,0,0,0","0, 1363, 1042, 581, 339, 2","['VERB', 'NOUN', 'ADP', 'PRON']","['VB', 'NN', 'RP', 'WP']"
702,fire,0,None,0,"0, 4368, 2",['NOUN'],['NN']
703,bird,0,None,0,"0, 2610, 2",['NOUN'],['NN']
704,no you can't take the nose off the bird either,1,can't,"0,0,7,0,3,0,0,0,0,0,0","0, 286, 273, 377, 309, 577, 272, 1042, 581, 272, 1014, 1539, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV']","['UH', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'RB']"
705,does the bird have a nose,1,does,"1,0,0,3,0,0","0, 791, 272, 1014, 381, 265, 1042, 2","['AUX', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN']","['VBZ', 'DT', 'NN', 'VB', 'DT', 'NN']"
706,that's a donkey,1,s,"0,4,0,0","0, 363, 279, 265, 2620, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
707,and a piggie,0,None,"0,0,0","0, 347, 265, 3115, 2","['CCONJ', 'DET', 'NOUN']","['CC', 'DT', 'NN']"
708,monkey,0,None,0,"0, 5687, 2",['PROPN'],['NNP']
709,that's a man and that's a little boy,1,s,"0,4,0,0,0,0,4,0,0,0","0, 363, 279, 265, 686, 329, 296, 279, 265, 439, 694, 2","['DET', 'AUX', 'DET', 'NOUN', 'CCONJ', 'DET', 'AUX', 'DET', 'ADJ', 'NOUN']","['DT', 'VBZ', 'DT', 'NN', 'CC', 'DT', 'VBZ', 'DT', 'JJ', 'NN']"
710,that is a man,1,is,"0,1,0,0","0, 363, 328, 265, 686, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
711,that's a piggie,1,s,"0,4,0,0","0, 363, 279, 265, 3115, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
712,that's a little baby doggie,1,s,"0,4,0,0,0,0","0, 363, 279, 265, 439, 477, 1407, 2","['DET', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN']","['DT', 'VBZ', 'DT', 'JJ', 'NN', 'NN']"
713,the baby doggie is a puppy,1,is,"0,0,0,1,0,0","0, 321, 477, 1407, 328, 265, 1835, 2","['DET', 'NOUN', 'NOUN', 'AUX', 'DET', 'NOUN']","['DT', 'NN', 'NN', 'VBZ', 'DT', 'NN']"
714,well he does look a little like Pepper,1,does,"0,0,1,3,0,0,0,0","0, 492, 301, 462, 415, 265, 439, 349, 10990, 2","['INTJ', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'SCONJ', 'NOUN']","['UH', 'PRP', 'VBZ', 'VB', 'DT', 'JJ', 'IN', 'NN']"
715,it's not the same dog as Pepper,1,s,"0,4,0,0,0,0,0,0","0, 274, 279, 419, 272, 1206, 832, 616, 10990, 2","['PRON', 'AUX', 'PART', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'PROPN']","['PRP', 'VBZ', 'RB', 'DT', 'JJ', 'NN', 'IN', 'NNP']"
716,what is it doing,1,is,"0,1,0,5","0, 312, 328, 290, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBZ', 'PRP', 'VBG']"
717,record going to work,0,going,"0,5,0,3","0, 14616, 497, 302, 855, 2","['NOUN', 'VERB', 'PART', 'VERB']","['NN', 'VBG', 'TO', 'VB']"
718,yes it is working,1,is,"0,0,1,5","0, 506, 290, 328, 2283, 2","['INTJ', 'PRON', 'AUX', 'VERB']","['UH', 'PRP', 'VBZ', 'VBG']"
719,but what is it going,1,is,"0,0,1,0,5","0, 545, 339, 328, 290, 497, 2","['CCONJ', 'PRON', 'AUX', 'PRON', 'VERB']","['CC', 'WP', 'VBZ', 'PRP', 'VBG']"
720,oh no you can't take it off yet,1,can't,"0,0,0,7,0,3,0,0,0","0, 332, 361, 273, 377, 309, 577, 290, 581, 1159, 2","['INTJ', 'INTJ', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'ADP', 'ADV']","['UH', 'UH', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'RP', 'RB']"
721,it hasn't finished,1,hasn't,"0,1,0,8","0, 274, 2816, 309, 1535, 2","['PRON', 'AUX', 'PART', 'VERB']","['PRP', 'VBZ', 'RB', 'VBN']"
722,Adam sit down,1,sit,"0,1,0","0, 2637, 726, 483, 2","['PROPN', 'VERB', 'ADP']","['NNP', 'VB', 'RP']"
723,where are you going to sit,3,are you going to,"0,1,0,5,0,3","0, 442, 385, 273, 497, 302, 726, 2","['ADV', 'AUX', 'PRON', 'VERB', 'PART', 'VERB']","['WRB', 'VBP', 'PRP', 'VBG', 'TO', 'VB']"
724,peekaboo,0,None,0,"0, 1261, 2",['PROPN'],['NNP']
725,it doesn't have nose,1,doesn't,"0,1,0,3,0","0, 274, 644, 309, 381, 1042, 2","['PRON', 'AUX', 'PART', 'AUX', 'NOUN']","['PRP', 'VBZ', 'RB', 'VB', 'NN']"
726,where is the nose on the car,1,is,"0,1,0,0,0,0,0","0, 442, 328, 272, 1042, 307, 272, 572, 2","['ADV', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['WRB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN']"
727,that's a train,1,s,"0,4,0,0","0, 363, 279, 265, 1506, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
728,the car is on the train,1,is,"0,0,1,0,0,0","0, 321, 572, 328, 307, 272, 1506, 2","['DET', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN']","['DT', 'NN', 'VBZ', 'IN', 'DT', 'NN']"
729,who dat that,0,None,"0,0,0","0, 478, 4029, 296, 2","['PRON', 'PROPN', 'DET']","['WP', 'NNP', 'DT']"
730,car train,0,None,"0,0","0, 1989, 1506, 2","['NOUN', 'NOUN']","['NN', 'NN']"
731,car train,0,None,"0,0","0, 1989, 1506, 2","['NOUN', 'NOUN']","['NN', 'NN']"
732,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
733,do you have anything in your pocket,1,do,"1,0,3,0,0,0,0","0, 410, 273, 381, 941, 318, 345, 2560, 2","['AUX', 'PRON', 'AUX', 'PRON', 'ADP', 'DET', 'NOUN']","['VBP', 'PRP', 'VB', 'NN', 'IN', 'PRP$', 'NN']"
734,do you have a penny,1,do,"1,0,3,0,0","0, 410, 273, 381, 265, 3509, 2","['AUX', 'PRON', 'AUX', 'DET', 'NOUN']","['VBP', 'PRP', 'VB', 'DT', 'NN']"
735,that's the rug,1,s,"0,4,0,0","0, 363, 279, 272, 3125, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'DT', 'NN']"
736,careful don't step on his foot,1,don't,"0,1,0,3,0,0,0","0, 2041, 358, 309, 2306, 307, 505, 986, 2","['ADJ', 'AUX', 'PART', 'VERB', 'ADP', 'DET', 'NOUN']","['JJ', 'VBP', 'RB', 'VB', 'IN', 'PRP$', 'NN']"
737,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
738,that's part of the broom,1,s,"0,4,0,0,0,0","0, 363, 279, 1031, 340, 272, 3367, 2","['DET', 'AUX', 'NOUN', 'ADP', 'DET', 'NOUN']","['DT', 'VBZ', 'NN', 'IN', 'DT', 'NN']"
739,what is that part of,1,is,"0,1,0,0,0","0, 312, 328, 296, 1031, 340, 2","['PRON', 'AUX', 'DET', 'NOUN', 'ADP']","['WP', 'VBZ', 'DT', 'NN', 'IN']"
740,excuse me Ursula part of the broom,1,excuse,"1,0,0,0,0,0,0","0, 2712, 376, 4436, 1031, 340, 272, 3367, 2","['VERB', 'PRON', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN']","['VB', 'PRP', 'NNP', 'NN', 'IN', 'DT', 'NN']"
741,why don't you put it in the trash,1,don't,"0,1,0,0,3,0,0,0,0","0, 601, 358, 309, 273, 416, 290, 318, 272, 2530, 2","['ADV', 'AUX', 'PART', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']","['WRB', 'VBP', 'RB', 'PRP', 'VB', 'PRP', 'IN', 'DT', 'NN']"
742,yes right there,0,None,"0,0,0","0, 506, 434, 386, 2","['INTJ', 'ADV', 'ADV']","['UH', 'RB', 'RB']"
743,yeah,0,None,0,"0, 352, 2",['INTJ'],['UH']
744,what did you find,2,did,"0,2,0,3","0, 312, 407, 273, 804, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBD', 'PRP', 'VB']"
745,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
746,what else is on there,1,is,"0,0,1,0,0","0, 312, 568, 328, 307, 386, 2","['PRON', 'ADV', 'AUX', 'ADV', 'ADV']","['WP', 'RB', 'VBZ', 'RB', 'RB']"
747,beans and what,0,None,"0,0,0","0, 7082, 329, 339, 2","['NOUN', 'CCONJ', 'PRON']","['NNS', 'CC', 'WP']"
748,those aren't beans,1,aren't,"0,1,0,0","0, 1144, 1372, 309, 2271, 2","['DET', 'AUX', 'PART', 'NOUN']","['DT', 'VBP', 'RB', 'NNS']"
749,they're peas,1,re,"0,4,0","0, 544, 375, 1262, 2","['PRON', 'AUX', 'NOUN']","['PRP', 'VBP', 'NNS']"
750,what else,0,None,"0,0","0, 312, 568, 2","['PRON', 'ADV']","['WP', 'RB']"
751,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
752,Humpty Dumpty,0,None,"0,0","0, 8149, 7429, 2","['PROPN', 'PROPN']","['NNP', 'NNP']"
753,what did Humpty Dumpty do,2,did,"0,2,0,0,1","0, 312, 407, 5805, 7429, 299, 2","['PRON', 'AUX', 'PROPN', 'PROPN', 'AUX']","['WP', 'VBD', 'NNP', 'NNP', 'VB']"
754,he sat on the wall,2,sat,"0,2,0,0,0","0, 262, 2841, 307, 272, 1917, 2","['PRON', 'VERB', 'ADP', 'DET', 'NOUN']","['PRP', 'VBD', 'IN', 'DT', 'NN']"
755,all the king's horses and all the king's,0,None,"0,0,0,0,0,0,0,0,0,0","0, 365, 272, 2545, 279, 2633, 329, 432, 272, 2545, 279, 2","['DET', 'DET', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'DET', 'DET', 'NOUN', 'PART']","['PDT', 'DT', 'NN', 'POS', 'NNS', 'CC', 'PDT', 'DT', 'NN', 'POS']"
756,men,0,None,0,"0, 3433, 2",['NOUN'],['NNS']
757,could not put,1,could,"7,0,3","0, 1790, 419, 416, 2","['VERB', 'PART', 'VERB']","['MD', 'RB', 'VB']"
758,Ricky will fix that,3,will,"0,9,3,0","0, 16211, 733, 1153, 296, 2","['PROPN', 'VERB', 'VERB', 'DET']","['NNP', 'MD', 'VB', 'DT']"
759,Lilly,0,None,0,"0, 11600, 2",['PROPN'],['NNP']
760,oh Lilly will fix it,3,will,"0,0,9,3,0","0, 332, 6221, 733, 1153, 290, 2","['INTJ', 'PROPN', 'VERB', 'VERB', 'PRON']","['UH', 'NNP', 'MD', 'VB', 'PRP']"
761,oh Jesus loves me,1,loves,"0,0,1,0","0, 332, 5371, 1753, 376, 2","['INTJ', 'PROPN', 'VERB', 'PRON']","['UH', 'NNP', 'VBZ', 'PRP']"
762,at church,0,None,"0,0","0, 341, 3847, 2","['ADP', 'NOUN']","['IN', 'NN']"
763,we passed two nuns in the grocery store and Adam told his daddy,2,passed,"0,2,0,0,0,0,0,0,0,0,2,0,0","0, 379, 7907, 659, 20063, 318, 272, 3647, 1366, 329, 1834, 1382, 505, 1056, 2","['PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN']","['PRP', 'VBD', 'CD', 'NNS', 'IN', 'DT', 'NN', 'NN', 'CC', 'NNP', 'VBD', 'PRP$', 'NN']"
764,and Adam told his daddy,2,told,"0,0,2,0,0","0, 347, 1834, 1382, 505, 1056, 2","['CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN']","['CC', 'NNP', 'VBD', 'PRP$', 'NN']"
765,Jesus love me,1,love,"0,1,0","0, 6688, 1041, 376, 2","['PROPN', 'VERB', 'PRON']","['NNP', 'VBP', 'PRP']"
766,coat,0,None,0,"0, 6555, 2",['PROPN'],['NNP']
767,you wanna go to church,1,wanna,"0,1,3,0,0","0, 266, 423, 316, 302, 3847, 2","['PRON', 'PROPN', 'VERB', 'ADP', 'NOUN']","['PRP', 'NNP', 'VB', 'IN', 'NN']"
768,you don't go to church today,1,don't,"0,1,0,3,0,0,0","0, 266, 358, 309, 316, 302, 3847, 814, 2","['PRON', 'AUX', 'PART', 'VERB', 'ADP', 'NOUN', 'NOUN']","['PRP', 'VBP', 'RB', 'VB', 'IN', 'NN', 'NN']"
769,Adam's driving,1,s,"0,4,5","0, 2637, 279, 2581, 2","['PROPN', 'PART', 'NOUN']","['NNP', 'POS', 'NN']"
770,Adam you don't ride your up there,1,don't,"0,0,1,0,3,0,0,0","0, 2637, 273, 358, 309, 1446, 345, 403, 386, 2","['PROPN', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'ADV']","['NNP', 'PRP', 'VBP', 'RB', 'VB', 'PRP$', 'NN', 'RB']"
771,not up there either,0,None,"0,0,0,0","0, 829, 403, 386, 1539, 2","['PART', 'ADV', 'ADV', 'ADV']","['RB', 'RB', 'RB', 'RB']"
772,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
773,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
774,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
775,where did Daddy go,2,did,"0,2,0,3","0, 442, 407, 825, 316, 2","['ADV', 'AUX', 'NOUN', 'VERB']","['WRB', 'VBD', 'NN', 'VB']"
776,careful Adam,0,None,"0,0","0, 2041, 1834, 2","['ADJ', 'PROPN']","['JJ', 'NNP']"
777,yes that is Daddy,1,is,"0,0,1,0","0, 506, 296, 328, 825, 2","['INTJ', 'DET', 'AUX', 'NOUN']","['UH', 'DT', 'VBZ', 'NN']"
778,no leave that back there,1,leave,"0,1,0,0,0","0, 286, 1259, 296, 511, 386, 2","['DET', 'VERB', 'DET', 'NOUN', 'ADV']","['DT', 'VB', 'DT', 'NN', 'RB']"
779,that's Ursula's tape recorder,1,s,"0,4,0,0,0,0","0, 363, 279, 4436, 279, 1228, 1851, 2","['DET', 'AUX', 'PROPN', 'PART', 'NOUN', 'NOUN']","['DT', 'VBZ', 'NNP', 'POS', 'NN', 'NN']"
780,Mommy is Ursula's Daddy,1,is,"0,1,0,0,0","0, 1087, 328, 4436, 279, 825, 2","['PROPN', 'AUX', 'PROPN', 'PART', 'NOUN']","['NNP', 'VBZ', 'NNP', 'POS', 'NN']"
781,oh,0,None,0,"0, 332, 2",['INTJ'],['UH']
782,you tell me,1,tell,"0,1,0","0, 266, 621, 376, 2","['PRON', 'VERB', 'PRON']","['PRP', 'VBP', 'PRP']"
783,where did Daddy go,2,did,"0,2,0,3","0, 442, 407, 825, 316, 2","['ADV', 'AUX', 'NOUN', 'VERB']","['WRB', 'VBD', 'NN', 'VB']"
784,what does Daddy do at school,1,does,"0,1,0,3,0,0","0, 312, 462, 825, 299, 396, 828, 2","['PRON', 'AUX', 'NOUN', 'AUX', 'ADP', 'NOUN']","['WP', 'VBZ', 'NN', 'VB', 'IN', 'NN']"
785,is the busy bulldozer at school,1,is,"1,0,0,0,0,0","0, 281, 272, 2555, 6279, 396, 828, 2","['AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN']","['VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN']"
786,he can't march,1,can't,"0,7,0,3","0, 262, 377, 309, 7371, 2","['PRON', 'VERB', 'PART', 'VERB']","['PRP', 'MD', 'RB', 'VB']"
787,no he can't march,1,can't,"0,0,7,0,3","0, 286, 301, 377, 309, 7371, 2","['INTJ', 'PRON', 'VERB', 'PART', 'VERB']","['UH', 'PRP', 'MD', 'RB', 'VB']"
788,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
789,Green jeans,0,None,"0,0,0","0, 6420, 395, 8238, 2","['PROPN', 'NOUN']","['NNP', 'NNS']"
790,yes Mr Green jeans can march,1,can,"0,0,0,0,7,0","0, 506, 2695, 10715, 8238, 377, 7371, 2","['INTJ', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'VERB']","['UH', 'NNP', 'NNP', 'NNS', 'MD', 'VB']"
791,Bambi can't march,1,can't,"0,7,0,3","0, 7045, 377, 309, 7371, 2","['PROPN', 'VERB', 'PART', 'VERB']","['NNP', 'MD', 'RB', 'VB']"
792,who,0,None,0,"0, 478, 2",['PRON'],['WP']
793,oh yes the bear can march,1,can,"0,0,0,0,7,3","0, 332, 860, 272, 886, 377, 7371, 2","['INTJ', 'INTJ', 'DET', 'NOUN', 'VERB', 'VERB']","['UH', 'UH', 'DT', 'NN', 'MD', 'VB']"
794,yes,0,None,0,"0, 506, 2",['INTJ'],['UH']
795,where's your bumble bee,1,s,"0,4,0,0,0","0, 442, 279, 345, 3636, 1448, 2","['ADV', 'AUX', 'DET', 'ADJ', 'NOUN']","['WRB', 'VBZ', 'PRP$', 'JJ', 'NN']"
796,get the bumble bee alright,1,get,"1,0,0,0,0","0, 657, 272, 3636, 1448, 1207, 2","['AUX', 'DET', 'ADJ', 'NOUN', 'INTJ']","['VB', 'DT', 'JJ', 'NN', 'UH']"
797,do you think,1,do,"1,0,3","0, 410, 273, 399, 2","['AUX', 'PRON', 'VERB']","['VBP', 'PRP', 'VB']"
798,he can drive with that there,1,can,"0,7,3,0,0,0","0, 262, 377, 1684, 392, 296, 386, 2","['PRON', 'VERB', 'VERB', 'ADP', 'DET', 'ADV']","['PRP', 'MD', 'VB', 'IN', 'DT', 'RB']"
799,what's her little boy's name,1,s,"0,4,0,0,0,0,0","0, 312, 279, 470, 439, 694, 279, 766, 2","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN']","['WP', 'VBZ', 'PRP$', 'JJ', 'NN', 'POS', 'NN']"
800,that's your name,1,s,"0,4,0,0","0, 363, 279, 345, 766, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'PRP$', 'NN']"
801,what's her little boy's name,1,s,"0,4,0,0,0,0,0","0, 312, 279, 470, 439, 694, 279, 766, 2","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN']","['WP', 'VBZ', 'PRP$', 'JJ', 'NN', 'POS', 'NN']"
802,why don't you take Ursula's briefcase over to her,1,don't,"0,1,0,0,3,0,0,0,0,0,0","0, 601, 358, 309, 273, 577, 4436, 279, 9039, 521, 302, 470, 2","['ADV', 'AUX', 'PART', 'PRON', 'VERB', 'PROPN', 'PART', 'NOUN', 'ADP', 'ADP', 'PRON']","['WRB', 'VBP', 'RB', 'PRP', 'VB', 'NNP', 'POS', 'NN', 'RP', 'IN', 'PRP']"
803,you can take it off,1,can,"0,7,3,0,0","0, 266, 377, 577, 290, 581, 2","['PRON', 'VERB', 'VERB', 'PRON', 'ADP']","['PRP', 'MD', 'VB', 'PRP', 'RP']"
804,I doubt it,1,doubt,"0,1,0","0, 45, 6066, 290, 2","['PRON', 'VERB', 'PRON']","['PRP', 'VBP', 'PRP']"
805,oh is that the marching bear,1,is,"0,1,0,0,0,0","0, 332, 328, 296, 272, 10015, 886, 2","['INTJ', 'AUX', 'SCONJ', 'DET', 'NOUN', 'NOUN']","['UH', 'VBZ', 'IN', 'DT', 'NN', 'NN']"
806,put him to work,1,put,"1,0,0,3","0, 676, 502, 302, 855, 2","['VERB', 'PRON', 'PART', 'VERB']","['VB', 'PRP', 'TO', 'VB']"
807,oh put him on the rug,1,put,"0,1,0,0,0,0","0, 332, 416, 502, 307, 272, 3125, 2","['INTJ', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN']","['UH', 'VB', 'PRP', 'IN', 'DT', 'NN']"
808,oh no Mr Green jeans is gone now,1,gone,"0,0,0,0,0,1,8,0","0, 332, 361, 2695, 10715, 8238, 328, 1581, 508, 2","['INTJ', 'INTJ', 'PROPN', 'PROPN', 'NOUN', 'AUX', 'VERB', 'ADV']","['UH', 'UH', 'NNP', 'NNP', 'NNS', 'VBZ', 'VBN', 'RB']"
809,who is that,1,is,"0,1,0","0, 478, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
810,that's Adam,1,s,"0,4,0","0, 363, 279, 1834, 2","['DET', 'AUX', 'PROPN']","['DT', 'VBZ', 'NNP']"
